collision_date,day,dd,year,mm,num_collisions,fatalities,injured,weighted_fatalities_injuries,dewp,slp,mxpsd,max,min,fog,temperature,visibility,wind_speed,gust,precipitation,snow_depth,thunder,hail,snow_ice_pellets
2021-11-12,5,12,2021,11,353,0,202,20.2,55.8,1016.4,12.0,64.9,45.0,1.0,61.5,8.0,5.6,26.0,0.01,,0.0,0.0,0.0
2017-09-17,7,17,2017,09,586,0,203,20.2,66.6,1020.3,6.0,82.0,69.1,0.0,73.2,5.5,2.4,,0.0,,0.0,0.0,0.0
2017-07-05,3,05,2017,07,706,0,202,20.2,57.7,1021.1,8.9,84.9,70.0,0.0,76.7,9.6,3.9,21.0,0.0,,0.0,0.0,0.0
2019-08-03,6,03,2019,08,566,0,202,20.2,67.1,1016.9,5.1,86.0,73.0,0.0,77.7,10.0,2.8,17.1,0.0,,0.0,0.0,0.0
2021-08-06,5,06,2021,08,355,0,202,20.2,63.7,1020.2,6.0,88.0,69.1,0.0,77.4,10.0,2.5,18.1,0.0,,0.0,0.0,0.0
2017-05-19,5,19,2017,05,974,0,202,20.2,63.2,1011.1,8.0,91.9,75.0,0.0,83.0,10.0,4.7,19.0,0.0,,0.0,0.0,0.0
2017-10-30,1,30,2017,10,832,0,212,21.2,46.7,995.7,15.9,66.9,46.0,0.0,55.6,7.5,7.6,31.1,3.16,,0.0,0.0,0.0
2018-07-10,2,10,2018,07,727,0,222,22.2,58.8,1014.1,8.9,93.0,66.9,0.0,80.8,10.0,3.2,15.0,0.0,,0.0,0.0,0.0
2018-05-11,5,11,2018,05,805,0,222,22.2,44.9,1013.8,5.1,73.0,54.0,0.0,64.2,8.9,2.8,27.0,0.25,,0.0,0.0,0.0
2013-06-07,5,07,2013,06,791,0,232,23.2,59.4,1014.3,17.1,64.0,59.0,1.0,61.5,4.2,7.2,28.0,0.95,,0.0,0.0,0.0
2019-10-31,4,31,2019,10,616,0,232,23.2,62.9,1013.4,8.0,70.0,57.9,0.0,64.7,5.3,3.2,15.9,0.36,,0.0,0.0,0.0
2018-06-21,4,21,2018,06,815,0,232,23.2,62.4,1007.9,6.0,82.9,64.9,0.0,74.0,7.4,1.9,,0.68,,0.0,0.0,0.0
2017-03-10,5,10,2017,03,612,0,167,16.7,23.9,1012.2,9.9,53.1,32.0,1.0,39.2,7.2,5.9,19.0,0.0,1.2,0.0,0.0,1.0
2018-06-01,5,01,2018,06,751,0,167,16.7,66.2,1009.8,4.1,81.0,63.0,0.0,70.2,3.6,1.0,,0.11,,0.0,0.0,0.0
2014-10-18,6,18,2014,10,494,0,167,16.7,50.3,1003.1,9.9,71.1,59.0,0.0,63.8,10.0,4.7,19.0,0.0,,0.0,0.0,0.0
2016-12-14,3,14,2016,12,689,0,167,16.7,22.8,1015.3,9.9,43.0,35.1,0.0,39.4,9.6,4.3,18.1,0.0,,0.0,0.0,0.0
2018-02-24,6,24,2018,02,540,0,167,16.7,40.5,1021.7,12.0,55.0,39.9,0.0,46.1,8.5,4.5,19.0,0.06,,0.0,0.0,0.0
2022-07-06,3,06,2022,07,290,0,167,16.7,66.2,1010.1,8.9,84.0,69.8,0.0,76.8,8.3,4.2,15.0,0.09,,0.0,0.0,0.0
2016-09-25,7,25,2016,09,572,0,167,16.7,39.7,1021.4,8.9,71.1,54.0,0.0,61.3,10.0,2.7,15.0,0.2,,0.0,0.0,0.0
2018-05-16,3,16,2018,05,686,0,167,16.7,58.2,1017.7,8.0,66.9,57.9,0.0,62.4,7.4,2.5,,0.58,,0.0,0.0,0.0
2014-01-24,5,24,2014,01,705,0,167,16.7,-3.6,1026.2,17.1,19.4,10.4,0.0,14.7,10.0,12.8,27.0,0.0,7.1,0.0,0.0,0.0
2013-08-03,6,03,2013,08,492,0,167,16.7,60.0,1012.2,6.0,82.9,66.9,0.0,73.4,9.3,3.4,19.0,0.01,,0.0,0.0,0.0
2013-07-12,5,12,2013,07,599,0,167,16.7,62.6,1015.5,15.0,82.0,72.0,0.0,75.0,8.9,7.3,22.0,0.0,,0.0,0.0,0.0
2015-11-04,3,04,2015,11,672,0,167,16.7,45.9,1026.3,5.1,72.0,48.0,0.0,62.9,10.0,2.3,,0.0,,0.0,0.0,0.0
2020-01-24,5,24,2020,01,524,0,167,16.7,22.9,1027.4,11.1,51.1,33.1,0.0,43.6,9.4,5.2,,0.0,,0.0,0.0,0.0
2019-07-13,6,13,2019,07,558,0,167,16.7,62.5,1012.4,7.0,87.1,70.0,0.0,77.7,10.0,3.5,,0.0,,0.0,0.0,0.0
2018-03-20,2,20,2018,03,597,0,169,16.7,8.8,1013.2,11.1,46.9,30.0,0.0,35.0,10.0,7.1,20.0,0.0,,0.0,0.0,0.0
2017-09-19,2,19,2017,09,661,0,167,16.7,65.4,1015.8,14.0,78.1,68.0,0.0,72.3,9.5,8.0,25.1,0.0,,0.0,0.0,0.0
2018-07-30,1,30,2018,07,580,0,167,16.7,61.2,1020.3,4.1,82.0,70.0,1.0,74.6,9.8,1.4,,0.0,,0.0,0.0,0.0
2013-07-19,5,19,2013,07,697,0,167,16.7,72.1,1013.0,8.9,96.1,82.9,0.0,89.1,6.7,3.6,17.1,0.0,,0.0,0.0,0.0
2019-07-21,7,21,2019,07,477,0,167,16.7,73.6,1008.7,8.9,95.0,82.0,0.0,88.7,10.0,3.7,15.9,0.0,,0.0,0.0,0.0
2014-01-29,3,29,2014,01,649,0,167,16.7,-2.4,1022.0,8.9,23.0,12.0,0.0,17.4,8.4,5.8,18.1,0.04,1.2,0.0,0.0,1.0
2015-07-23,4,23,2015,07,623,0,167,16.7,49.0,1012.3,7.0,86.0,68.0,0.0,76.7,10.0,4.1,14.0,0.0,,0.0,0.0,0.0
2016-04-03,7,03,2016,04,585,0,178,17.7,21.1,1004.7,21.0,51.1,34.0,0.0,41.0,10.0,10.4,39.0,0.25,,0.0,0.0,1.0
2015-06-06,6,06,2015,06,598,0,177,17.7,53.9,1013.6,8.9,75.9,55.0,0.0,65.9,7.6,3.5,19.0,0.32,,0.0,0.0,0.0
2016-07-24,7,24,2016,07,566,0,177,17.7,60.0,1013.7,6.0,96.1,75.0,0.0,84.0,9.3,3.0,,0.0,,0.0,0.0,0.0
2018-05-02,3,02,2018,05,792,0,178,17.7,34.6,1017.1,8.9,89.1,64.9,0.0,77.0,10.0,4.7,27.0,0.0,,0.0,0.0,0.0
2016-09-03,6,03,2016,09,498,0,177,17.7,56.8,1021.0,8.9,81.0,66.0,0.0,71.2,10.0,5.9,20.0,0.0,,0.0,0.0,0.0
2017-12-22,5,22,2017,12,720,0,177,17.7,24.1,1023.8,7.0,50.0,32.0,0.0,40.0,10.0,3.1,15.9,0.0,,0.0,0.0,0.0
2017-11-19,7,19,2017,11,573,0,177,17.7,40.7,997.1,17.1,59.0,34.0,0.0,52.1,9.5,7.8,34.0,0.31,,0.0,0.0,0.0
2016-09-18,7,18,2016,09,535,0,177,17.7,66.4,1017.9,8.0,82.0,59.0,0.0,74.3,8.9,3.1,18.1,0.0,,0.0,0.0,0.0
2016-09-26,1,26,2016,09,623,0,177,17.7,44.4,1021.0,7.0,73.9,54.0,0.0,63.1,10.0,3.2,17.1,0.0,,0.0,0.0,0.0
2021-10-20,3,20,2021,10,365,0,177,17.7,45.7,1015.2,8.0,75.0,46.9,0.0,64.2,10.0,3.5,24.1,0.0,,0.0,0.0,0.0
2018-10-26,5,26,2018,10,747,0,177,17.7,31.4,1019.5,15.9,51.1,37.9,0.0,43.7,8.4,6.5,17.1,0.0,,0.0,0.0,0.0
2019-12-22,7,22,2019,12,510,0,177,17.7,23.4,1027.7,7.0,46.0,23.0,0.0,36.6,8.3,3.5,14.0,0.0,,0.0,0.0,0.0
2022-08-05,5,05,2022,08,323,0,177,17.7,67.5,1019.2,6.0,93.0,75.9,0.0,82.7,10.0,2.8,18.1,0.0,,0.0,0.0,0.0
2016-10-13,4,13,2016,10,757,0,177,17.7,54.1,1019.7,8.0,66.9,53.1,0.0,60.1,8.3,1.8,15.0,0.0,,0.0,0.0,0.0
2013-05-05,7,05,2013,05,515,0,177,17.7,38.7,1025.0,9.9,63.0,46.9,0.0,52.1,10.0,5.2,17.1,0.0,,0.0,0.0,0.0
2023-02-10,5,10,2023,02,297,0,177,17.7,39.5,1010.7,17.1,61.0,42.1,0.0,56.0,10.0,6.8,25.1,0.0,,0.0,0.0,0.0
2016-10-29,6,29,2016,10,614,0,177,17.7,35.5,1019.4,7.0,62.1,39.0,0.0,49.2,10.0,3.2,15.9,0.0,,0.0,0.0,0.0
2017-10-07,6,07,2017,10,570,0,178,17.7,64.8,1018.7,7.0,82.0,66.0,0.0,72.5,8.2,2.6,21.0,0.0,,0.0,0.0,0.0
2018-05-19,6,19,2018,05,583,0,177,17.7,46.0,1025.0,8.9,59.0,48.2,0.0,53.8,5.5,4.6,17.1,0.15,,0.0,0.0,0.0
2020-09-27,7,27,2020,09,315,0,177,17.7,65.4,1015.7,5.1,79.0,64.9,0.0,71.9,9.3,2.4,,0.0,,0.0,0.0,0.0
2017-02-14,2,14,2017,02,688,0,180,17.7,18.8,1013.0,11.1,39.9,28.0,0.0,32.6,10.0,5.5,22.0,0.02,2.0,0.0,0.0,0.0
2017-05-05,5,05,2017,05,776,0,177,17.7,49.5,1013.4,15.0,64.0,46.9,1.0,53.7,6.4,5.7,20.0,0.02,,0.0,0.0,0.0
2021-12-06,1,06,2021,12,345,0,177,17.7,44.6,1013.8,7.0,61.0,39.0,1.0,51.6,6.8,4.1,19.0,0.3,,0.0,0.0,0.0
2016-03-31,4,31,2016,03,652,0,181,17.7,39.0,1016.1,11.1,72.0,46.9,0.0,58.4,10.0,6.1,22.0,0.0,,0.0,0.0,0.0
2018-08-23,4,23,2018,08,610,0,187,18.7,55.9,1012.9,7.0,82.0,64.9,0.0,72.1,9.9,3.2,28.9,0.72,,0.0,0.0,0.0
2019-02-06,3,06,2019,02,615,0,187,18.7,30.2,1021.2,13.0,64.9,35.1,0.0,43.1,9.9,8.7,,0.0,,0.0,0.0,0.0
2018-07-31,2,31,2018,07,709,0,187,18.7,64.6,1019.8,5.1,82.0,68.0,0.0,73.0,9.5,0.9,,0.37,,0.0,0.0,0.0
2013-11-17,7,17,2013,11,532,0,187,18.7,49.8,1022.3,8.9,60.1,45.0,0.0,54.6,5.1,2.1,,0.02,,0.0,0.0,0.0
2017-06-16,5,16,2017,06,657,0,187,18.7,59.2,1015.4,8.0,75.9,63.0,0.0,66.1,9.2,4.6,20.0,0.0,,0.0,0.0,0.0
2017-06-23,5,23,2017,06,793,0,187,18.7,70.5,1008.6,8.0,82.9,68.0,0.0,79.7,9.2,3.8,18.1,0.0,,0.0,0.0,0.0
2018-08-09,4,09,2018,08,709,0,190,18.7,69.5,1008.8,7.0,90.0,73.0,1.0,80.7,8.8,2.4,15.9,0.61,,0.0,0.0,0.0
2013-06-19,3,19,2013,06,622,0,187,18.7,54.4,1016.1,8.0,77.0,59.0,0.0,67.4,8.7,5.0,15.0,0.2,,0.0,0.0,0.0
2018-04-10,2,10,2018,04,668,0,187,18.7,28.2,1020.7,8.9,51.1,32.0,0.0,42.9,8.6,4.5,17.1,0.01,,0.0,0.0,0.0
2012-10-10,3,10,2012,10,640,0,187,18.7,53.8,1013.5,15.9,64.9,53.1,0.0,58.2,7.5,5.2,22.9,0.03,,0.0,0.0,0.0
2016-10-26,3,26,2016,10,706,0,187,18.7,24.9,1028.8,8.0,52.0,37.9,0.0,44.2,10.0,4.0,15.9,0.0,,0.0,0.0,0.0
2021-11-18,4,18,2021,11,351,0,187,18.7,48.6,1016.9,7.0,69.1,55.0,0.0,59.6,9.9,4.1,15.0,0.0,,0.0,0.0,0.0
2013-06-17,1,17,2013,06,614,0,187,18.7,63.4,1011.3,8.0,84.0,69.1,0.0,75.3,9.1,3.7,20.0,0.0,,0.0,0.0,0.0
2014-06-01,7,01,2014,06,604,0,187,18.7,41.2,1026.4,6.0,77.0,55.0,0.0,64.8,10.0,2.8,15.0,0.05,,0.0,0.0,0.0
2017-09-02,6,02,2017,09,562,0,187,18.7,45.4,1022.5,7.0,71.1,54.0,0.0,61.9,9.8,4.4,,0.0,,0.0,0.0,0.0
2016-07-18,1,18,2016,07,725,0,197,19.7,65.6,1018.2,9.9,91.9,71.6,0.0,81.9,8.1,4.4,18.1,0.0,,0.0,0.0,0.0
2012-09-08,6,08,2012,09,598,0,197,19.7,69.6,1007.5,15.9,81.0,69.1,1.0,75.3,8.8,5.8,28.9,0.0,,0.0,0.0,0.0
2017-03-29,3,29,2017,03,672,0,197,19.7,37.0,1017.1,11.1,60.1,41.0,0.0,48.4,8.6,5.6,18.1,0.6,,0.0,0.0,0.0
2013-06-22,6,22,2013,06,599,0,197,19.7,54.0,1023.6,7.0,84.0,64.9,0.0,72.4,10.0,4.1,22.0,0.0,,0.0,0.0,0.0
2016-04-18,1,18,2016,04,687,0,199,19.7,31.0,1022.7,8.9,82.0,44.1,0.0,63.8,10.0,2.8,,0.0,,0.0,0.0,0.0
2022-12-16,5,16,2022,12,373,0,197,19.7,39.8,1008.0,15.0,44.6,37.9,0.0,42.1,4.8,10.8,28.0,0.77,,0.0,0.0,0.0
2020-08-23,7,23,2020,08,316,0,197,19.7,68.7,1016.6,6.0,88.0,73.0,0.0,79.0,10.0,2.6,,0.0,,0.0,0.0,0.0
2018-06-10,7,10,2018,06,533,0,197,19.7,53.2,1017.7,4.1,82.9,62.1,0.0,68.3,10.0,0.6,,0.0,,0.0,0.0,0.0
2016-08-02,2,02,2016,08,602,0,197,19.7,62.0,1018.7,14.0,80.1,69.1,0.0,73.0,9.4,6.1,15.9,0.0,,0.0,0.0,0.0
2016-07-28,4,28,2016,07,709,0,197,19.7,66.8,1012.2,6.0,95.0,73.9,0.0,83.2,8.1,2.4,22.0,0.0,,0.0,0.0,0.0
2016-05-12,4,12,2016,05,744,0,197,19.7,41.0,1019.4,8.0,80.1,50.0,0.0,66.5,10.0,2.5,,0.0,,0.0,0.0,0.0
2015-08-13,4,13,2015,08,714,0,197,19.7,53.9,1015.8,6.0,84.9,66.9,0.0,75.4,10.0,3.3,14.0,0.0,,0.0,0.0,0.0
2017-08-03,4,03,2017,08,713,0,207,20.7,66.4,1019.0,6.0,87.1,68.0,0.0,75.2,8.1,1.4,19.0,0.09,,0.0,0.0,0.0
2018-12-21,5,21,2018,12,782,0,207,20.7,53.3,1000.6,22.9,61.0,37.0,1.0,54.7,3.4,13.6,36.9,1.13,,0.0,0.0,0.0
2012-09-07,5,07,2012,09,680,0,207,20.7,67.8,1012.2,8.0,86.0,64.4,0.0,77.0,8.7,2.7,,0.0,,0.0,0.0,0.0
2018-12-28,5,28,2018,12,681,0,207,20.7,44.8,1025.8,15.9,60.8,39.2,0.0,48.8,5.5,8.2,24.1,0.18,,0.0,0.0,0.0
2019-08-28,3,28,2019,08,553,0,217,21.7,64.8,1013.3,8.0,73.9,66.0,0.0,69.7,9.5,2.5,20.0,0.0,,0.0,0.0,0.0
2015-05-29,5,29,2015,05,813,0,217,21.7,53.9,1024.4,8.9,84.9,64.9,0.0,73.6,10.0,4.5,17.1,0.0,,0.0,0.0,0.0
2018-11-06,2,06,2018,11,679,0,217,21.7,51.6,1015.5,20.0,59.0,48.0,0.0,52.7,3.3,8.2,29.9,0.3,,0.0,0.0,0.0
2018-09-26,3,26,2018,09,755,0,227,22.7,71.7,1015.9,5.1,82.0,59.0,0.0,74.9,7.3,1.2,17.1,1.81,,0.0,0.0,0.0
2019-07-12,5,12,2019,07,747,0,237,23.7,68.4,1007.0,8.9,86.0,71.6,0.0,77.0,8.2,3.8,15.9,0.79,,0.0,0.0,0.0
2017-06-27,2,27,2017,06,757,0,237,23.7,54.5,1015.0,8.9,79.0,60.1,0.0,70.0,9.4,2.4,14.0,0.18,,0.0,0.0,0.0
2020-04-06,1,06,2020,04,127,0,33,3.3,36.0,1015.5,8.9,66.0,48.9,0.0,55.8,9.6,4.8,15.0,0.07,,0.0,0.0,0.0
2021-02-02,2,02,2021,02,238,0,38,3.8,28.5,997.7,17.1,34.0,21.9,0.0,32.0,2.9,8.8,27.0,1.63,5.1,0.0,0.0,1.0
2021-02-01,1,01,2021,02,239,0,38,3.8,23.6,1012.1,17.1,33.1,19.9,1.0,27.0,0.7,11.4,31.1,0.43,13.0,0.0,0.0,1.0
2016-01-23,6,23,2016,01,402,0,41,4.1,19.2,1011.1,20.0,30.0,21.0,1.0,26.2,1.7,12.8,36.9,0.5,25.2,0.0,0.0,1.0
2014-01-03,5,03,2014,01,423,0,46,4.6,6.7,1014.9,15.0,24.8,10.0,1.0,15.6,3.8,10.1,25.1,0.58,7.9,0.0,0.0,1.0
2020-04-11,6,11,2020,04,121,0,46,4.6,19.7,1010.5,15.0,55.9,37.0,0.0,45.7,10.0,8.8,22.0,0.0,,0.0,0.0,0.0
2020-05-09,6,09,2020,05,148,0,51,5.1,24.4,1008.8,14.0,57.0,34.0,0.0,40.4,8.8,7.4,31.1,0.48,,0.0,0.0,1.0
2021-02-03,3,03,2021,02,246,0,51,5.1,23.6,998.2,9.9,37.0,28.9,0.0,32.2,8.7,6.5,18.1,0.04,14.2,0.0,0.0,1.0
2020-03-24,2,24,2020,03,201,0,56,5.6,32.5,1018.5,9.9,55.0,36.0,0.0,42.9,10.0,5.8,18.1,1.15,,0.0,0.0,0.0
2020-04-08,3,08,2020,04,125,0,56,5.6,45.9,1002.1,7.0,64.0,51.8,0.0,57.5,8.1,3.9,,0.2,,0.0,0.0,0.0
2020-12-17,4,17,2020,12,233,0,56,5.6,22.3,1012.8,18.1,33.1,24.1,1.0,27.7,3.7,10.1,33.0,1.43,5.9,0.0,0.0,1.0
2020-05-03,7,03,2020,05,167,0,61,6.1,46.6,1008.8,8.0,80.1,51.1,0.0,66.8,9.9,4.6,15.9,0.04,,0.0,0.0,0.0
2015-01-24,6,24,2015,01,428,0,66,6.6,29.3,1005.6,11.1,39.0,28.0,1.0,35.4,4.2,5.5,17.1,0.66,2.0,0.0,0.0,1.0
2015-01-11,7,11,2015,01,341,0,66,6.6,3.0,1035.9,9.9,37.0,16.0,0.0,25.7,10.0,5.5,20.0,0.0,1.2,0.0,0.0,0.0
2020-06-01,1,01,2020,06,196,0,76,7.6,34.3,1021.7,15.0,70.0,51.1,0.0,60.4,10.0,10.8,24.1,0.0,,0.0,0.0,0.0
2012-10-29,1,29,2012,10,298,0,76,7.6,53.1,994.0,35.9,64.4,54.0,0.0,56.9,6.1,18.7,52.1,0.03,,0.0,0.0,0.0
2014-01-22,3,22,2014,01,498,0,76,7.6,0.0,1010.3,24.1,17.6,6.8,0.0,12.3,7.7,16.6,31.1,0.46,5.9,0.0,0.0,0.0
2014-05-28,3,28,2014,05,538,0,82,8.2,52.8,1013.2,11.1,86.0,55.0,0.0,61.5,9.2,6.3,18.1,0.0,,0.0,0.0,0.0
2020-03-16,1,16,2020,03,378,0,82,8.2,15.3,1034.2,13.0,54.0,33.1,0.0,40.1,10.0,7.6,18.1,0.0,,0.0,0.0,0.0
2015-04-08,3,08,2015,04,457,0,82,8.2,32.8,1026.7,14.0,44.1,41.0,0.0,42.3,9.1,9.3,22.0,0.15,,0.0,0.0,0.0
2021-03-16,2,16,2021,03,237,0,82,8.2,5.4,1025.8,8.9,39.0,24.1,0.0,32.7,10.0,3.7,15.0,0.0,,0.0,0.0,0.0
2014-12-21,7,21,2014,12,409,0,87,8.7,23.2,1025.7,7.0,36.0,30.0,0.0,32.4,9.6,3.8,,0.0,,0.0,0.0,0.0
2015-02-15,7,15,2015,02,454,0,87,8.7,4.1,1005.5,15.0,32.0,10.0,0.0,18.9,8.8,10.8,34.0,0.02,7.9,0.0,0.0,1.0
2015-01-20,2,20,2015,01,500,0,92,9.2,20.2,1012.3,8.0,42.1,34.0,0.0,37.5,10.0,5.1,17.1,0.0,,0.0,0.0,0.0
2014-12-25,4,25,2014,12,303,0,92,9.2,41.7,1007.1,13.0,62.6,48.0,0.0,53.2,7.7,7.3,25.1,0.86,,0.0,0.0,0.0
2014-02-06,4,06,2014,02,569,0,92,9.2,18.7,1020.4,8.0,33.1,21.2,0.0,27.3,9.5,4.9,14.0,1.43,9.1,0.0,0.0,0.0
2021-01-18,1,18,2021,01,225,0,92,9.2,25.6,1006.3,9.9,45.0,35.1,0.0,41.3,10.0,6.1,18.1,0.0,,0.0,0.0,0.0
2020-12-03,4,03,2020,12,252,0,92,9.2,23.0,1021.2,11.1,50.0,35.1,0.0,41.0,10.0,6.2,21.0,0.0,,0.0,0.0,0.0
2021-01-05,2,05,2021,01,228,0,92,9.2,29.6,1013.1,7.0,43.0,35.1,0.0,38.4,10.0,3.9,,0.02,,0.0,0.0,0.0
2021-02-23,2,23,2021,02,240,0,97,9.7,29.5,1005.3,8.0,45.0,32.0,0.0,38.8,8.6,4.5,15.0,0.52,3.1,0.0,0.0,0.0
2020-12-30,3,30,2020,12,238,0,97,9.7,15.3,1030.4,11.1,43.0,28.0,0.0,33.4,10.0,3.9,17.1,0.0,,0.0,0.0,0.0
2014-04-18,5,18,2014,04,496,0,97,9.7,28.1,1032.9,8.9,48.9,36.0,0.0,41.4,10.0,5.1,15.0,0.0,,0.0,0.0,0.0
2021-02-04,4,04,2021,02,277,0,97,9.7,19.9,1008.6,11.1,43.0,28.9,0.0,35.0,10.0,6.7,19.0,0.01,13.0,0.0,0.0,0.0
2015-03-29,7,29,2015,03,505,0,102,10.2,6.3,1021.9,9.9,46.0,25.0,0.0,33.4,9.7,5.8,18.1,0.0,,0.0,0.0,0.0
2019-04-28,7,28,2019,04,395,0,102,10.2,36.4,1014.0,8.0,57.9,46.0,0.0,49.6,10.0,3.0,15.0,0.07,,0.0,0.0,0.0
2021-01-03,7,03,2021,01,186,0,102,10.2,29.9,1018.0,12.0,51.1,34.0,0.0,36.6,8.4,6.7,22.0,0.05,,0.0,0.0,1.0
2023-02-12,7,12,2023,02,210,0,102,10.2,20.0,1020.3,8.9,48.0,36.0,0.0,42.4,10.0,2.6,,0.0,,0.0,0.0,0.0
2013-12-15,7,15,2013,12,450,0,102,10.2,27.5,1004.5,17.1,39.9,21.9,1.0,33.1,6.2,8.1,25.1,1.45,1.2,0.0,0.0,1.0
2022-10-09,7,09,2022,10,243,0,102,10.2,36.1,1020.6,8.0,61.0,44.1,0.0,52.5,10.0,2.8,21.0,0.0,,0.0,0.0,0.0
2014-04-01,2,01,2014,04,549,0,102,10.2,26.9,1018.2,9.9,60.1,36.0,0.0,46.8,10.0,5.0,18.1,0.01,,0.0,0.0,0.0
2013-02-20,3,20,2013,02,510,0,102,10.2,16.8,1009.1,14.0,45.0,28.9,0.0,33.8,10.0,9.9,28.9,0.15,,0.0,0.0,0.0
2023-03-18,6,18,2023,03,230,0,102,10.2,28.4,1004.6,9.9,60.1,43.0,0.0,50.0,9.8,6.0,18.1,0.02,,0.0,0.0,0.0
2016-01-26,2,26,2016,01,734,0,102,10.2,26.9,1018.9,8.9,48.0,28.0,0.0,41.4,9.8,5.1,25.1,0.0,18.9,0.0,0.0,0.0
2022-03-01,2,01,2022,03,248,0,102,10.2,16.5,1022.3,13.0,46.0,26.1,0.0,37.3,10.0,4.8,20.0,0.0,,0.0,0.0,0.0
2015-01-25,7,25,2015,01,406,0,107,10.7,20.0,1004.0,9.9,42.1,33.1,0.0,37.8,9.9,5.8,22.9,0.06,3.1,0.0,0.0,0.0
2023-02-04,6,04,2023,02,222,0,107,10.7,-10.8,1032.6,15.0,35.1,3.0,0.0,12.2,10.0,8.6,27.0,0.0,,0.0,0.0,0.0
2015-12-28,1,28,2015,12,490,0,107,10.7,28.6,1026.3,9.9,61.0,37.9,0.0,43.6,9.9,7.1,20.0,0.02,,0.0,0.0,0.0
2017-02-26,7,26,2017,02,462,0,107,10.7,24.8,1012.3,13.0,63.0,36.0,0.0,41.5,9.2,7.6,24.1,0.54,,0.0,0.0,0.0
2023-03-08,3,08,2023,03,234,0,107,10.7,19.4,1018.8,12.0,48.0,30.9,0.0,37.7,10.0,7.9,24.1,0.0,,0.0,0.0,0.0
2021-11-21,7,21,2021,11,273,0,107,10.7,35.0,1026.2,6.0,55.9,35.1,0.0,48.5,10.0,2.9,17.1,0.0,,0.0,0.0,0.0
2016-01-05,2,05,2016,01,640,0,107,10.7,-2.3,1032.7,12.0,36.0,10.9,0.0,18.4,10.0,6.2,22.0,0.0,,0.0,0.0,0.0
2015-02-24,2,24,2015,02,580,0,107,10.7,-6.8,1025.2,13.0,21.9,3.9,0.0,12.1,10.0,6.0,21.0,0.0,11.8,0.0,0.0,0.0
2023-02-20,1,20,2023,02,184,0,107,10.7,38.5,1008.7,11.1,61.0,37.0,0.0,51.0,9.8,5.2,17.1,0.0,,0.0,0.0,0.0
2012-11-28,3,28,2012,11,512,0,112,11.2,28.8,1022.7,21.0,44.6,34.0,0.0,37.5,9.3,7.1,28.0,0.59,,0.0,0.0,0.0
2016-02-27,6,27,2016,02,388,0,112,11.2,9.8,1018.3,11.1,41.0,26.1,0.0,31.9,10.0,5.2,19.0,0.0,,0.0,0.0,0.0
2021-12-25,6,25,2021,12,189,0,112,11.2,36.6,1005.4,7.0,48.9,30.0,0.0,40.5,5.6,3.0,15.0,0.05,1.2,0.0,0.0,0.0
2022-12-24,6,24,2022,12,267,0,112,11.2,-6.0,1006.9,17.1,16.0,7.0,0.0,10.3,10.0,10.2,31.1,0.07,,0.0,0.0,0.0
2015-03-12,4,12,2015,03,586,0,112,11.2,11.0,1025.7,15.0,59.0,39.9,0.0,45.1,10.0,7.7,25.1,0.01,5.9,0.0,0.0,0.0
2021-04-11,7,11,2021,04,215,0,112,11.2,52.6,1005.6,13.0,70.0,50.0,1.0,55.0,3.5,4.8,22.0,0.01,,0.0,0.0,0.0
2015-01-10,6,10,2015,01,481,0,112,11.2,-0.3,1028.0,15.0,33.1,16.0,0.0,21.1,10.0,7.5,20.0,0.07,1.2,0.0,0.0,0.0
2016-02-21,7,21,2016,02,481,0,112,11.2,31.8,1011.7,8.9,61.0,39.0,0.0,52.8,10.0,4.3,20.0,0.0,,0.0,0.0,0.0
2016-01-29,5,29,2016,01,645,0,112,11.2,21.7,1001.0,12.0,42.1,32.0,0.0,38.3,9.5,5.5,22.9,0.0,5.9,0.0,0.0,0.0
2021-01-08,5,08,2021,01,272,0,117,11.7,19.5,1016.4,8.9,41.0,27.0,0.0,32.0,10.0,4.5,20.0,0.0,,0.0,0.0,0.0
2022-11-13,7,13,2022,11,237,0,117,11.7,42.2,1010.1,9.9,69.1,46.0,0.0,53.5,9.9,4.3,21.0,0.02,,0.0,0.0,0.0
2014-11-28,5,28,2014,11,444,0,117,11.7,19.6,1020.1,8.9,37.0,30.9,0.0,33.5,10.0,5.6,21.0,0.02,,0.0,0.0,0.0
2015-03-31,2,31,2015,03,628,0,117,11.7,27.9,1010.2,9.9,54.0,36.0,0.0,42.2,9.5,5.1,22.9,0.0,,0.0,0.0,0.0
2015-03-21,6,21,2015,03,507,0,117,11.7,27.5,1016.4,13.0,45.0,28.4,0.0,33.7,4.8,5.3,19.0,0.4,2.0,0.0,0.0,1.0
2021-12-22,3,22,2021,12,278,0,117,11.7,29.7,1005.6,11.1,46.9,30.9,0.0,41.2,8.7,5.4,21.0,0.12,,0.0,0.0,0.0
2014-04-29,2,29,2014,04,555,0,117,11.7,36.8,1025.0,12.0,66.9,45.0,0.0,49.7,10.0,7.1,20.0,0.0,,0.0,0.0,0.0
2020-02-29,6,29,2020,02,456,0,117,11.7,7.8,1010.9,9.9,42.1,28.9,0.0,32.2,10.0,7.5,24.1,0.0,,0.0,0.0,0.0
2015-01-08,4,08,2015,01,573,0,117,11.7,-6.2,1027.1,18.1,23.0,8.1,0.0,13.0,10.0,8.8,31.1,0.0,1.2,0.0,0.0,0.0
