collision_date,day,dd,year,mm,num_collisions,fatalities,injured,weighted_fatalities_injuries,dewp,slp,mxpsd,max,min,fog,temperature,visibility,wind_speed,gust,precipitation,snow_depth,thunder,hail,snow_ice_pellets
2020-01-08,3,08,2020,01,454,0,109,10.9,23.7,1013.5,15.0,45.0,32.0,0.0,36.0,9.5,7.2,27.0,0.0,,0.0,0.0,1.0
2014-12-08,1,08,2014,12,579,0,114,11.4,11.1,1036.7,13.0,42.1,24.1,0.0,29.2,10.0,8.9,20.0,0.04,,0.0,0.0,0.0
2019-01-21,1,21,2019,01,412,0,114,11.4,-5.3,1014.0,32.1,16.0,3.9,0.0,10.7,10.0,23.9,42.9,0.17,,0.0,0.0,0.0
2014-02-26,3,26,2014,02,511,0,114,11.4,9.3,1012.7,14.0,33.1,24.1,0.0,27.4,8.9,5.0,22.0,0.0,5.9,0.0,0.0,1.0
2020-05-15,5,15,2020,05,242,0,114,11.4,54.8,1014.4,9.9,84.0,46.9,0.0,69.7,9.9,3.6,15.0,0.03,,0.0,0.0,0.0
2015-02-10,2,10,2015,02,571,0,114,11.4,19.3,1016.7,11.1,39.9,25.0,0.0,30.0,9.6,8.1,20.0,0.07,7.9,0.0,0.0,1.0
2022-01-12,3,12,2022,01,250,0,114,11.4,9.5,1025.0,12.0,39.9,15.1,0.0,27.9,10.0,4.7,21.0,0.0,,0.0,0.0,0.0
2013-02-12,2,12,2013,02,498,0,114,11.4,28.8,1009.8,14.0,45.0,39.9,0.0,41.9,8.8,7.2,22.0,0.4,9.1,0.0,0.0,0.0
2014-03-12,3,12,2014,03,515,0,114,11.4,38.4,997.5,7.0,66.0,45.0,0.0,52.5,7.9,3.3,17.1,0.0,,0.0,0.0,0.0
2014-10-28,2,28,2014,10,571,0,114,11.4,44.0,1015.9,6.0,72.0,48.0,0.0,60.6,10.0,2.3,,0.0,,0.0,0.0,0.0
2023-01-24,2,24,2023,01,234,0,114,11.4,23.5,1018.2,13.0,46.0,35.1,0.0,38.9,10.0,6.4,24.1,0.17,,0.0,0.0,0.0
2019-11-10,7,10,2019,11,457,0,114,11.4,24.0,1019.0,7.0,51.1,27.0,0.0,43.9,10.0,3.9,17.1,0.0,,0.0,0.0,0.0
2019-02-01,5,01,2019,02,651,0,114,11.4,-7.7,1029.5,15.0,21.0,1.9,0.0,14.9,10.0,9.3,25.1,0.0,,0.0,0.0,0.0
2020-12-05,6,05,2020,12,278,0,114,11.4,38.8,1007.5,13.0,52.0,39.9,0.0,44.1,7.0,6.3,29.9,0.81,,0.0,0.0,0.0
2012-10-24,3,24,2012,10,494,0,114,11.4,53.5,1019.9,9.9,59.0,51.8,0.0,57.1,6.4,4.1,,0.07,,0.0,0.0,0.0
2014-11-16,7,16,2014,11,429,0,114,11.4,20.4,1026.6,7.0,44.1,33.1,0.0,40.0,10.0,2.9,,0.0,,0.0,0.0,0.0
2015-12-09,3,09,2015,12,575,0,114,11.4,34.4,1019.7,8.9,53.1,39.9,0.0,45.8,9.8,2.7,18.1,0.0,,0.0,0.0,0.0
2020-12-16,3,16,2020,12,341,0,119,11.9,12.2,1027.8,19.0,39.0,24.1,1.0,28.8,8.5,8.5,29.9,0.0,2.0,0.0,0.0,1.0
2021-11-25,4,25,2021,11,217,0,119,11.9,22.6,1019.0,7.0,55.9,30.0,0.0,46.2,10.0,3.0,,0.0,,0.0,0.0,0.0
2023-02-27,1,27,2023,02,242,0,119,11.9,19.8,1012.9,8.9,50.0,30.0,0.0,39.5,10.0,4.0,19.0,0.0,,0.0,0.0,0.0
2016-11-26,6,26,2016,11,463,0,119,11.9,38.8,1019.5,8.0,54.0,44.1,0.0,47.7,8.0,3.4,21.0,0.02,,0.0,0.0,0.0
2014-04-22,2,22,2014,04,459,0,119,11.9,44.3,1006.2,8.9,71.1,41.0,0.0,59.0,9.9,4.3,17.1,0.0,,0.0,0.0,0.0
2020-12-22,2,22,2020,12,320,0,119,11.9,30.4,1008.1,11.1,46.0,37.0,0.0,41.3,7.1,5.4,21.0,0.0,5.1,0.0,0.0,0.0
2013-01-08,2,08,2013,01,513,0,119,11.9,25.4,1028.5,8.9,48.0,35.1,0.0,40.7,9.3,5.1,22.0,0.0,,0.0,0.0,0.0
2023-03-12,7,12,2023,03,208,0,119,11.9,25.2,1015.6,8.0,48.0,34.0,0.0,39.8,10.0,3.9,17.1,0.18,,0.0,0.0,0.0
2018-01-30,2,30,2018,01,579,0,119,11.9,25.6,1015.5,11.1,46.9,28.9,0.0,33.1,6.1,6.4,25.1,0.09,1.2,0.0,0.0,1.0
2021-11-26,5,26,2021,11,261,0,119,11.9,32.6,1005.3,15.0,55.9,39.0,0.0,45.4,9.0,5.7,28.0,0.07,,0.0,0.0,0.0
2022-03-06,7,06,2022,03,237,0,119,11.9,42.7,1019.2,9.9,68.0,32.0,1.0,51.7,8.5,4.5,19.0,0.0,,0.0,0.0,0.0
2023-02-07,2,07,2023,02,255,0,119,11.9,21.5,1025.2,7.0,52.0,30.0,0.0,35.9,10.0,4.0,17.1,0.0,,0.0,0.0,0.0
2017-03-18,6,18,2017,03,504,0,122,11.9,22.5,1022.5,14.0,46.9,28.9,0.0,36.3,8.7,6.3,20.0,0.0,3.9,0.0,0.0,1.0
2021-11-07,7,07,2021,11,265,0,119,11.9,32.4,1023.1,5.1,53.1,39.9,0.0,46.5,9.6,2.2,,0.0,,0.0,0.0,0.0
2014-01-07,2,07,2014,01,491,0,119,11.9,-8.0,1015.6,19.0,36.0,3.9,0.0,12.3,10.0,13.0,31.1,0.27,1.2,0.0,0.0,0.0
2022-03-27,7,27,2022,03,267,0,119,11.9,24.4,1002.2,13.0,46.9,36.0,0.0,41.5,10.0,8.0,25.1,0.0,,0.0,0.0,0.0
2018-11-18,7,18,2018,11,470,0,119,11.9,27.5,1026.6,11.1,45.0,39.0,0.0,42.2,10.0,7.2,,0.0,2.0,0.0,0.0,0.0
2013-03-15,5,15,2013,03,607,0,119,11.9,13.5,1011.9,11.1,46.9,30.0,0.0,36.1,10.0,7.3,26.0,0.0,,0.0,0.0,0.0
2023-02-26,7,26,2023,02,232,0,119,11.9,23.5,1014.9,9.9,50.0,23.0,0.0,35.3,8.8,4.4,18.1,0.0,,0.0,0.0,0.0
2014-07-17,4,17,2014,07,587,0,124,12.4,54.8,1013.9,7.0,81.0,66.9,0.0,73.6,10.0,3.5,15.9,0.0,,0.0,0.0,0.0
2022-03-23,3,23,2022,03,271,0,124,12.4,16.8,1023.4,8.0,57.9,39.9,0.0,44.7,10.0,5.7,15.9,0.0,,0.0,0.0,0.0
2017-03-05,7,05,2017,03,489,0,124,12.4,-8.1,1035.9,12.0,37.0,14.0,0.0,22.8,10.0,6.1,22.9,0.0,,0.0,0.0,0.0
2021-07-23,5,23,2021,07,324,0,124,12.4,54.7,1019.5,7.0,82.9,66.9,0.0,73.6,9.6,2.6,15.0,0.0,,0.0,0.0,0.0
2022-02-02,3,02,2022,02,268,0,124,12.4,30.6,1031.3,6.0,46.9,23.0,0.0,37.7,8.8,3.5,,0.0,5.9,0.0,0.0,0.0
2023-03-28,2,28,2023,03,231,0,124,12.4,34.4,1017.0,9.9,62.1,42.1,0.0,46.2,10.0,3.7,15.9,0.29,,0.0,0.0,0.0
2022-02-07,1,07,2022,02,276,0,124,12.4,28.2,1030.7,8.9,37.4,28.4,0.0,32.7,5.9,3.3,,0.0,,0.0,0.0,1.0
2017-01-29,7,29,2017,01,428,0,124,12.4,18.6,1006.0,11.1,43.0,35.1,0.0,38.4,10.0,5.8,17.1,0.0,,0.0,0.0,0.0
2013-11-28,4,28,2013,11,429,0,124,12.4,13.3,1018.0,17.1,39.2,30.0,0.0,33.2,10.0,7.9,28.9,0.31,,0.0,0.0,0.0
2013-09-25,3,25,2013,09,539,0,124,12.4,43.4,1013.5,4.1,73.0,46.9,0.0,62.5,10.0,2.0,,0.0,,0.0,0.0,0.0
2019-10-09,3,09,2019,10,383,0,124,12.4,46.7,1023.8,15.0,64.0,51.1,0.0,56.6,8.8,8.8,22.9,0.02,,0.0,0.0,0.0
2016-01-06,3,06,2016,01,625,0,124,12.4,2.8,1034.2,7.0,41.0,10.9,0.0,31.2,10.0,2.4,,0.0,,0.0,0.0,0.0
2014-03-22,6,22,2014,03,493,0,124,12.4,25.2,1012.5,11.1,63.0,39.0,0.0,49.9,10.0,5.6,22.0,0.0,,0.0,0.0,0.0
2015-09-22,2,22,2015,09,571,0,124,12.4,47.6,1024.2,9.9,73.0,59.0,0.0,66.8,10.0,6.4,15.0,0.0,,0.0,0.0,0.0
2013-09-05,4,05,2013,09,493,0,124,12.4,51.4,1015.1,8.0,82.0,64.9,0.0,73.0,10.0,4.3,15.9,0.0,,0.0,0.0,0.0
2023-02-01,3,01,2023,02,256,0,124,12.4,15.0,1023.6,8.0,50.0,26.1,0.0,32.1,9.2,5.5,,0.05,,0.0,0.0,1.0
2013-01-14,1,14,2013,01,542,0,124,12.4,45.4,1016.8,8.9,72.0,48.0,1.0,52.5,5.9,3.9,15.9,0.0,,0.0,0.0,0.0
2022-12-11,7,11,2022,12,231,0,129,12.9,31.1,1024.4,12.0,39.9,32.0,0.0,37.8,9.1,7.3,19.0,0.0,,0.0,0.0,0.0
2015-09-30,3,30,2015,09,634,0,129,12.9,67.6,1008.3,9.9,82.9,66.9,0.0,73.5,7.4,5.3,17.1,1.33,,0.0,0.0,0.0
2014-11-23,7,23,2014,11,425,0,129,12.9,22.2,1021.7,9.9,57.0,28.0,0.0,47.4,10.0,4.0,20.0,0.0,,0.0,0.0,0.0
2020-10-04,7,04,2020,10,269,0,129,12.9,44.7,1023.7,7.0,66.9,51.1,0.0,58.2,10.0,3.4,,0.0,,0.0,0.0,0.0
2018-02-01,4,01,2018,02,594,0,130,12.9,21.2,1015.2,12.0,45.0,18.0,0.0,37.5,9.9,4.3,22.9,0.0,,0.0,0.0,0.0
2015-09-28,1,28,2015,09,586,0,129,12.9,60.3,1024.5,6.0,78.8,64.9,0.0,70.1,9.6,2.3,,0.0,,0.0,0.0,0.0
2022-09-22,4,22,2022,09,279,0,129,12.9,59.3,1005.0,15.0,80.1,60.1,1.0,69.6,8.8,5.9,25.1,0.07,,0.0,0.0,0.0
2022-03-26,6,26,2022,03,288,0,129,12.9,32.5,998.8,11.1,60.1,44.1,0.0,50.0,9.9,4.7,17.1,0.02,,0.0,0.0,0.0
2014-08-25,1,25,2014,08,549,0,129,12.9,57.8,1020.9,8.0,88.0,64.0,0.0,74.3,10.0,1.9,,0.0,,0.0,0.0,0.0
2012-11-12,1,12,2012,11,547,0,129,12.9,50.2,1029.8,9.9,64.9,48.0,1.0,56.7,7.4,2.9,17.1,0.0,,0.0,0.0,0.0
2015-11-11,3,11,2015,11,530,0,129,12.9,47.6,1010.0,13.0,57.9,48.9,0.0,52.7,6.7,6.0,22.9,0.69,,0.0,0.0,0.0
2019-11-20,3,20,2019,11,526,0,129,12.9,30.6,1013.1,11.1,48.0,39.2,0.0,43.2,10.0,4.0,20.0,0.18,,0.0,0.0,0.0
2017-01-04,3,04,2017,01,590,0,129,12.9,37.3,998.8,15.0,52.0,39.9,0.0,44.6,7.9,6.1,27.0,0.49,,0.0,0.0,0.0
2022-10-31,1,31,2022,10,284,0,134,13.4,48.6,1018.4,6.0,64.9,43.0,0.0,57.2,9.7,0.7,,0.0,,0.0,0.0,0.0
2012-12-22,6,22,2012,12,542,0,134,13.4,25.0,998.4,25.1,45.0,33.1,0.0,37.4,10.0,10.6,32.1,0.7,,0.0,0.0,1.0
2013-10-16,3,16,2013,10,548,0,134,13.4,51.9,1018.0,7.0,72.0,53.1,0.0,60.6,10.0,3.1,,0.0,,0.0,0.0,0.0
2022-10-30,7,30,2022,10,290,0,134,13.4,36.6,1024.9,4.1,63.0,43.0,0.0,52.5,10.0,0.9,,0.0,,0.0,0.0,0.0
2022-04-17,7,17,2022,04,241,0,134,13.4,27.7,1018.0,14.0,51.1,41.0,0.0,45.7,9.6,6.7,20.0,0.2,,0.0,0.0,0.0
2012-11-27,2,27,2012,11,583,0,134,13.4,27.2,1024.2,9.9,44.6,33.8,0.0,38.7,7.0,4.4,20.0,0.0,,0.0,0.0,1.0
2017-03-28,2,28,2017,03,592,0,135,13.4,42.3,1014.3,9.9,53.1,37.0,0.0,43.8,4.8,5.2,,0.37,,0.0,0.0,0.0
2013-12-08,7,08,2013,12,456,0,134,13.4,15.6,1033.9,9.9,41.0,28.9,0.0,31.6,9.0,5.2,,0.14,1.2,0.0,0.0,1.0
2022-03-02,3,02,2022,03,246,0,134,13.4,28.4,1014.5,7.0,52.0,30.9,0.0,45.8,9.9,5.0,18.1,0.0,,0.0,0.0,0.0
2020-10-28,3,28,2020,10,309,0,134,13.4,48.4,1017.8,7.0,57.0,51.8,0.0,54.2,7.2,1.9,,0.04,,0.0,0.0,0.0
2014-08-19,2,19,2014,08,516,0,134,13.4,56.5,1012.1,6.0,82.9,63.0,0.0,72.2,9.8,3.6,15.9,0.0,,0.0,0.0,0.0
2020-02-04,2,04,2020,02,464,0,134,13.4,39.1,1009.3,7.0,60.1,37.0,0.0,50.1,9.8,2.5,,0.0,,0.0,0.0,0.0
2019-10-06,7,06,2019,10,435,0,134,13.4,52.4,1026.4,5.1,70.0,45.0,0.0,62.8,9.8,2.0,15.0,0.0,,0.0,0.0,0.0
2023-03-14,2,14,2023,03,259,0,134,13.4,31.7,1001.4,17.1,45.0,33.1,0.0,36.3,5.6,8.1,28.0,0.75,,0.0,0.0,1.0
2014-03-20,4,20,2014,03,627,0,134,13.4,34.5,1008.2,14.0,54.0,32.0,0.0,45.6,6.6,6.6,24.1,0.92,,0.0,0.0,0.0
2021-05-07,5,07,2021,05,319,0,139,13.9,32.1,1012.8,7.0,66.0,48.9,0.0,57.7,10.0,3.7,,0.0,,0.0,0.0,0.0
2014-10-25,6,25,2014,10,515,0,139,13.9,39.2,1008.8,9.9,66.9,50.0,0.0,58.1,10.0,4.3,17.1,0.0,,0.0,0.0,0.0
2018-01-29,1,29,2018,01,531,0,139,13.9,28.8,1022.1,18.1,55.0,39.9,0.0,43.3,10.0,7.0,24.1,0.07,,0.0,0.0,0.0
2015-04-19,7,19,2015,04,471,0,139,13.9,27.8,1021.4,9.9,80.1,50.0,0.0,58.7,10.0,7.1,19.0,0.0,,0.0,0.0,0.0
2020-10-14,3,14,2020,10,333,0,139,13.9,46.3,1014.2,7.0,66.9,50.0,0.0,58.3,10.0,3.5,17.1,0.16,,0.0,0.0,0.0
2012-11-19,1,19,2012,11,585,0,139,13.9,34.8,1032.3,16.9,53.6,37.9,0.0,43.0,10.0,6.3,22.9,0.0,,0.0,0.0,0.0
2022-02-10,4,10,2022,02,302,0,139,13.9,29.1,1011.6,9.9,54.0,28.9,0.0,44.7,9.9,4.1,17.1,0.0,,0.0,0.0,0.0
2021-08-30,1,30,2021,08,323,0,139,13.9,71.4,1013.3,6.0,84.9,66.9,0.0,77.5,8.8,1.4,,0.0,,0.0,0.0,0.0
2014-12-24,3,24,2014,12,519,0,139,13.9,44.1,1014.2,8.9,53.1,43.0,0.0,45.5,3.3,5.7,14.0,0.05,,0.0,0.0,0.0
2014-03-08,6,08,2014,03,515,0,139,13.9,26.9,1011.4,11.1,57.0,26.1,0.0,42.8,10.0,5.1,20.0,0.0,3.9,0.0,0.0,0.0
2020-08-26,3,26,2020,08,310,0,139,13.9,52.7,1012.8,8.9,89.1,66.9,0.0,72.3,10.0,6.0,19.0,0.36,,0.0,0.0,0.0
2013-04-14,7,14,2013,04,472,0,139,13.9,30.4,1016.8,11.1,57.0,46.9,0.0,52.3,10.0,3.5,18.1,0.01,,0.0,0.0,0.0
2020-07-30,4,30,2020,07,300,0,139,13.9,64.1,1010.8,6.0,91.9,77.0,0.0,83.9,10.0,2.6,15.9,0.0,,0.0,0.0,0.0
2015-07-14,2,14,2015,07,657,0,139,13.9,64.9,1006.3,6.0,88.0,73.0,1.0,75.3,9.1,2.1,19.0,0.0,,0.0,0.0,0.0
2020-01-13,1,13,2020,01,476,0,139,13.9,32.2,1029.0,8.0,68.0,37.0,0.0,43.3,9.8,4.8,,0.0,,0.0,0.0,0.0
2022-11-18,5,18,2022,11,284,0,139,13.9,20.7,1018.4,8.0,46.0,34.0,0.0,38.8,10.0,4.4,18.1,0.0,,0.0,0.0,0.0
2022-02-15,2,15,2022,02,289,0,139,13.9,0.3,1034.1,8.0,30.0,16.0,0.0,21.9,10.0,4.5,22.0,0.0,1.2,0.0,0.0,0.0
2014-09-02,2,02,2014,09,700,0,144,14.4,69.5,1012.1,8.9,91.9,75.0,0.0,83.5,9.9,3.6,15.9,0.0,,0.0,0.0,0.0
2015-03-10,2,10,2015,03,584,0,144,14.4,30.1,1024.6,7.0,54.0,39.0,0.0,47.2,8.5,3.3,14.0,0.13,13.0,0.0,0.0,0.0
2021-03-11,4,11,2021,03,287,0,144,14.4,40.5,1024.3,7.0,71.1,41.0,1.0,53.7,7.3,2.6,,0.0,,0.0,0.0,0.0
2021-12-05,7,05,2021,12,255,0,144,14.4,22.8,1025.9,6.0,48.0,36.0,0.0,43.3,10.0,1.9,,0.0,,0.0,0.0,0.0
2020-08-13,4,13,2020,08,275,0,144,14.4,70.5,1018.2,6.0,90.0,72.0,0.0,76.4,8.6,1.6,,1.76,,0.0,0.0,0.0
2022-11-30,3,30,2022,11,279,0,144,14.4,41.0,1018.0,14.0,57.9,36.0,0.0,47.9,8.6,4.4,24.1,0.0,,0.0,0.0,0.0
2013-12-17,2,17,2013,12,703,0,144,14.4,16.0,1020.7,9.9,32.0,24.8,1.0,27.3,6.1,5.2,17.1,0.01,3.1,0.0,0.0,1.0
2015-11-13,5,13,2015,11,677,0,144,14.4,34.7,1003.4,18.1,61.0,50.0,0.0,55.4,10.0,9.4,32.1,0.01,,0.0,0.0,0.0
2022-04-24,7,24,2022,04,270,0,144,14.4,34.9,1024.0,11.1,64.9,51.1,0.0,56.3,10.0,4.8,18.1,0.0,,0.0,0.0,0.0
2012-09-01,6,01,2012,09,515,0,144,14.4,61.3,1014.6,16.9,90.0,62.6,0.0,81.6,9.9,4.7,22.9,0.0,,0.0,0.0,0.0
2018-01-27,6,27,2018,01,510,0,144,14.4,28.2,1031.8,9.9,55.9,26.1,0.0,42.6,10.0,5.1,18.1,0.0,,0.0,0.0,0.0
2017-05-09,2,09,2017,05,651,0,144,14.4,33.1,1013.9,8.0,63.0,44.1,0.0,53.3,10.0,4.1,18.1,0.0,,0.0,0.0,0.0
2016-06-23,4,23,2016,06,643,0,144,14.4,54.7,1011.3,5.1,86.0,68.0,0.0,75.2,9.0,1.5,,0.0,,0.0,0.0,0.0
2021-06-14,1,14,2021,06,329,0,144,14.4,60.1,1010.8,6.0,75.9,62.1,0.0,67.9,8.5,2.0,18.1,0.14,,0.0,0.0,0.0
2021-08-04,3,04,2021,08,291,0,144,14.4,58.6,1019.7,8.9,79.0,64.9,0.0,71.9,10.0,3.0,,0.0,,0.0,0.0,0.0
2021-05-16,7,16,2021,05,337,0,144,14.4,39.5,1023.8,7.0,79.0,55.0,0.0,66.7,10.0,2.5,15.9,0.0,,0.0,0.0,0.0
2021-12-09,4,09,2021,12,283,0,144,14.4,21.8,1019.8,9.9,42.1,30.9,0.0,34.8,9.4,5.1,22.0,0.04,,0.0,0.0,1.0
2014-09-15,1,15,2014,09,610,0,144,14.4,43.4,1022.2,7.0,71.1,53.1,0.0,62.8,10.0,2.5,,0.0,,0.0,0.0,0.0
2020-11-08,7,08,2020,11,326,0,144,14.4,42.9,1026.6,6.0,75.0,55.9,0.0,65.0,9.9,2.3,,0.0,,0.0,0.0,0.0
2014-06-22,7,22,2014,06,477,0,144,14.4,53.2,1014.3,5.1,79.0,62.1,0.0,69.8,10.0,1.5,15.9,0.0,,0.0,0.0,0.0
2014-08-11,1,11,2014,08,604,0,144,14.4,56.2,1019.9,7.0,88.0,68.0,0.0,77.5,10.0,2.7,17.1,0.0,,0.0,0.0,0.0
2022-09-12,1,12,2022,09,314,0,144,14.4,67.0,1010.9,5.1,81.0,66.9,0.0,72.0,6.1,1.7,,0.59,,0.0,0.0,0.0
2017-04-19,3,19,2017,04,580,0,144,14.4,38.3,1032.0,11.1,66.9,45.0,0.0,48.1,10.0,6.5,20.0,0.0,,0.0,0.0,0.0
2019-01-17,4,17,2019,01,586,0,144,14.4,10.0,1026.1,15.9,39.0,24.1,0.0,30.1,10.0,9.6,22.9,0.0,,0.0,0.0,0.0
2020-09-25,5,25,2020,09,348,0,144,14.4,57.8,1018.0,5.1,77.0,62.1,0.0,69.1,8.2,1.5,,0.0,,0.0,0.0,0.0
2021-04-30,5,30,2021,04,331,0,144,14.4,46.0,997.3,15.9,71.1,55.0,0.0,65.1,9.7,9.2,29.9,0.02,,0.0,0.0,0.0
2022-09-13,2,13,2022,09,325,0,144,14.4,68.7,1007.4,8.0,82.0,68.0,1.0,75.0,7.0,2.1,18.1,0.95,,0.0,0.0,0.0
2023-02-02,4,02,2023,02,259,0,144,14.4,9.1,1021.8,8.0,39.9,26.1,0.0,33.3,10.0,3.3,14.0,0.02,,0.0,0.0,0.0
2014-12-01,1,01,2014,12,644,0,144,14.4,40.5,1020.0,8.9,64.9,45.0,0.0,55.4,9.8,5.7,18.1,0.0,,0.0,0.0,0.0
2013-04-05,5,05,2013,04,582,0,149,14.9,22.3,1012.9,9.9,64.0,41.0,0.0,49.0,10.0,4.7,20.0,0.0,,0.0,0.0,0.0
2020-07-12,7,12,2020,07,292,0,149,14.9,65.4,1005.6,8.0,87.1,71.1,0.0,78.1,9.8,4.1,22.0,0.75,,0.0,0.0,0.0
2014-11-18,2,18,2014,11,712,0,149,14.9,16.3,1008.3,15.9,52.0,27.0,0.0,35.4,9.9,8.5,27.0,1.08,,0.0,0.0,0.0
2019-06-19,3,19,2019,06,591,0,149,14.9,65.9,1010.9,8.9,73.0,66.0,1.0,68.0,3.7,2.6,,0.68,,0.0,0.0,0.0
2013-10-27,7,27,2013,10,512,0,149,14.9,28.9,1013.7,8.0,57.9,41.0,0.0,52.1,10.0,4.3,17.1,0.0,,0.0,0.0,0.0
2020-10-23,5,23,2020,10,337,0,149,14.9,62.0,1021.8,5.1,68.0,62.6,0.0,64.8,5.9,0.9,,0.0,,0.0,0.0,0.0
2012-12-06,4,06,2012,12,620,0,149,14.9,16.8,1025.5,19.0,45.0,28.0,0.0,35.0,10.0,3.6,27.0,0.01,,0.0,0.0,0.0
2019-10-17,4,17,2019,10,608,0,149,14.9,43.7,992.6,18.1,66.0,51.1,0.0,55.0,8.8,10.0,34.0,1.83,,0.0,0.0,0.0
2014-07-01,2,01,2014,07,616,0,149,14.9,66.8,1012.6,7.0,89.1,69.1,0.0,79.1,10.0,3.9,14.0,0.0,,0.0,0.0,0.0
2012-08-18,6,18,2012,08,540,0,149,14.9,63.7,1011.3,9.9,78.1,62.6,0.0,69.8,8.4,4.1,19.0,0.01,,0.0,0.0,0.0
2017-01-14,6,14,2017,01,495,0,149,14.9,16.4,1038.1,8.0,35.1,28.0,1.0,31.1,8.4,4.1,15.0,0.0,1.2,0.0,0.0,1.0
2017-05-01,1,01,2017,05,639,0,150,14.9,49.7,1015.2,7.0,73.9,48.9,0.0,57.2,6.8,4.2,22.0,0.0,,0.0,0.0,0.0
2019-08-01,4,01,2019,08,618,0,149,14.9,64.3,1017.9,6.0,87.1,70.0,0.0,76.9,8.3,1.9,,0.36,,0.0,0.0,0.0
2017-04-15,6,15,2017,04,495,0,149,14.9,36.6,1027.2,9.9,66.0,48.0,0.0,56.8,10.0,4.2,15.9,0.0,,0.0,0.0,0.0
2013-09-19,4,19,2013,09,536,0,149,14.9,47.4,1021.1,6.0,78.1,51.1,0.0,64.3,10.0,2.9,15.9,0.0,,0.0,0.0,0.0
2018-04-25,3,25,2018,04,626,0,149,14.9,53.3,1014.9,8.9,66.0,46.0,0.0,56.3,5.6,4.3,17.1,0.54,,0.0,0.0,0.0
2021-06-08,2,08,2021,06,355,0,149,14.9,70.4,1017.0,11.1,91.0,72.0,0.0,80.6,9.0,2.6,20.0,0.07,,0.0,0.0,0.0
2020-11-21,6,21,2020,11,314,0,149,14.9,35.5,1025.9,9.9,64.0,45.0,0.0,57.8,10.0,3.9,15.9,0.0,,0.0,0.0,0.0
2021-05-08,6,08,2021,05,305,0,149,14.9,40.0,1011.1,8.0,66.0,48.9,0.0,51.8,10.0,2.9,15.9,0.0,,0.0,0.0,0.0
2016-05-05,4,05,2016,05,626,0,154,15.4,42.0,1005.6,11.1,57.0,46.0,0.0,50.9,9.5,7.5,18.1,0.01,,0.0,0.0,0.0
2012-08-16,4,16,2012,08,613,0,154,15.4,64.3,1011.9,13.0,84.9,66.0,1.0,74.0,6.7,3.1,15.0,0.15,,0.0,0.0,0.0
2018-01-03,3,03,2018,01,645,0,156,15.4,2.1,1025.4,8.0,30.0,12.9,0.0,21.6,10.0,3.5,24.1,0.0,,0.0,0.0,0.0
2020-08-18,2,18,2020,08,311,0,154,15.4,62.0,1010.8,8.9,82.0,63.0,0.0,71.3,8.5,2.7,20.0,0.34,,0.0,0.0,0.0
2018-03-03,6,03,2018,03,609,0,155,15.4,28.0,1012.0,15.9,48.9,34.0,0.0,40.3,10.0,9.2,27.0,0.94,,0.0,0.0,0.0
2018-05-31,4,31,2018,05,698,0,154,15.4,60.4,1018.1,6.0,78.1,61.0,0.0,64.8,7.1,2.0,18.1,0.0,,0.0,0.0,0.0
2018-12-08,6,08,2018,12,652,0,154,15.4,13.0,1031.4,15.9,39.0,24.1,0.0,29.7,10.0,9.6,20.0,0.0,,0.0,0.0,0.0
2016-11-10,4,10,2016,11,706,0,154,15.4,32.7,1014.1,8.0,59.0,39.9,0.0,48.5,10.0,4.8,15.9,0.06,,0.0,0.0,0.0
2017-08-07,1,07,2017,08,606,0,154,15.4,59.9,1019.1,6.0,75.9,64.0,0.0,68.0,6.7,2.4,,0.0,,0.0,0.0,0.0
2018-02-11,7,11,2018,02,479,0,154,15.4,47.3,1014.0,8.0,62.1,39.0,0.0,48.3,3.5,2.7,,0.88,,0.0,0.0,0.0
2013-03-05,2,05,2013,03,527,0,154,15.4,20.6,1014.2,13.0,48.9,30.9,0.0,37.9,10.0,7.2,24.1,0.0,,0.0,0.0,0.0
2014-05-07,3,07,2014,05,603,0,154,15.4,28.5,1021.0,8.9,71.1,50.0,0.0,59.1,10.0,3.2,17.1,0.0,,0.0,0.0,0.0
2015-08-27,4,27,2015,08,614,0,154,15.4,52.5,1017.0,6.0,84.9,66.9,0.0,73.8,10.0,2.6,21.0,0.0,,0.0,0.0,0.0
2022-10-05,3,05,2022,10,244,0,154,15.4,53.4,1012.7,9.9,59.0,46.0,0.0,56.1,7.4,5.4,17.1,0.58,,0.0,0.0,0.0
2022-09-08,4,08,2022,09,301,0,154,15.4,57.3,1013.3,6.0,78.1,64.9,0.0,70.2,10.0,4.6,18.1,0.0,,0.0,0.0,0.0
2020-08-28,5,28,2020,08,306,0,154,15.4,65.9,1008.9,8.9,90.0,66.0,1.0,76.1,9.5,2.7,19.0,0.36,,0.0,0.0,0.0
2021-04-05,1,05,2021,04,268,0,154,15.4,22.1,1012.6,12.0,68.0,48.0,0.0,57.2,10.0,6.9,25.1,0.0,,0.0,0.0,0.0
2018-10-13,6,13,2018,10,577,0,154,15.4,40.4,1010.8,5.1,68.0,46.0,0.0,51.5,9.6,2.4,19.0,0.04,,0.0,0.0,0.0
2019-07-22,1,22,2019,07,641,0,154,15.4,70.7,1009.8,12.0,95.0,72.0,1.0,81.7,8.9,3.2,21.0,0.0,,0.0,0.0,0.0
2022-02-11,5,11,2022,02,319,0,154,15.4,23.3,1014.3,8.9,57.0,37.0,0.0,47.5,10.0,4.2,22.0,0.0,,0.0,0.0,0.0
