day,dd,mm,year,collision_date,num_collisions,injured,fatalities,weighted_fatalities_injuries,num_vehicles_involved,dewp,slp,mxpsd,max,min,fog,temperature,visibility,wind_speed,gust,precipitation,snow_depth,thunder,hail,snow_ice_pellets
4,04,04,2019,2019-04-04,660,200,2,22.0,1222,14.8,1026.5,11.1,66.9,41.0,0.0,52.3,10.0,6.2,22.9,0.0,,0.0,0.0,0.0
6,10,08,2019,2019-08-10,572,210,2,23.0,1078,53.1,1009.8,9.9,82.9,66.0,0.0,73.7,10.0,4.3,15.9,0.08,,0.0,0.0,0.0
2,21,05,2019,2019-05-21,745,230,2,25.0,1406,40.7,1011.8,11.1,84.9,55.9,0.0,66.1,10.0,5.9,19.0,0.0,,0.0,0.0,0.0
6,29,06,2019,2019-06-29,660,240,2,26.0,1245,65.1,1015.9,7.0,91.0,72.0,0.0,80.4,9.6,3.5,15.9,0.0,,0.0,0.0,0.0
1,29,08,2022,2022-08-29,259,145,2,16.5,463,69.0,1019.4,6.0,84.9,73.0,0.0,78.2,10.0,2.7,,0.0,,0.0,0.0,0.0
2,31,08,2021,2021-08-31,310,145,2,16.5,534,65.1,1008.7,8.0,84.9,73.0,0.0,79.1,10.0,2.9,14.0,0.0,,0.0,0.0,0.0
2,13,12,2016,2016-12-13,630,145,2,16.5,1159,24.8,1018.8,7.0,46.0,34.0,0.0,39.6,10.0,4.1,15.9,0.07,,0.0,0.0,0.0
3,22,08,2012,2012-08-22,504,145,2,16.5,1013,60.3,1019.6,8.0,80.1,61.0,0.0,73.8,9.8,1.7,,0.0,,0.0,0.0,0.0
5,27,11,2015,2015-11-27,480,145,2,16.5,952,47.5,1033.0,8.0,64.0,41.0,0.0,57.1,9.4,2.9,15.9,0.0,,0.0,0.0,0.0
7,30,09,2012,2012-09-30,449,145,2,16.5,914,52.5,1010.0,14.0,68.0,55.9,0.0,60.5,9.5,3.9,20.0,0.75,,0.0,0.0,0.0
6,02,07,2016,2016-07-02,570,155,2,17.5,1067,56.4,1014.2,9.9,79.0,63.0,0.0,70.3,8.7,4.6,19.0,0.83,,0.0,0.0,0.0
5,13,09,2013,2013-09-13,652,155,2,17.5,1282,61.5,1005.3,8.9,87.1,66.9,0.0,70.1,8.0,4.1,18.1,1.66,,0.0,0.0,0.0
6,11,08,2012,2012-08-11,507,155,2,17.5,1027,71.5,1010.2,16.9,87.1,71.1,0.0,77.7,7.8,6.9,28.0,1.1,,0.0,0.0,0.0
3,24,06,2020,2020-06-24,300,155,2,17.5,536,62.5,1005.6,8.0,87.1,73.9,0.0,78.7,9.2,2.9,,0.0,,0.0,0.0,0.0
3,12,10,2022,2022-10-12,314,155,2,17.5,571,46.1,1023.2,6.0,70.0,51.1,0.0,62.7,10.0,2.8,,0.0,,0.0,0.0,0.0
5,29,08,2014,2014-08-29,631,155,2,17.5,1259,48.9,1020.4,7.0,82.0,61.0,0.0,69.6,10.0,2.8,17.1,0.0,,0.0,0.0,0.0
6,26,11,2022,2022-11-26,247,155,2,17.5,432,25.5,1015.0,12.0,57.0,42.1,0.0,48.4,10.0,7.0,26.0,0.02,,0.0,0.0,0.0
7,28,06,2015,2015-06-28,535,155,2,17.5,1075,60.0,1006.2,13.0,73.0,57.9,0.0,64.3,5.5,5.8,21.0,1.42,,0.0,0.0,0.0
4,24,09,2020,2020-09-24,297,155,2,17.5,547,52.3,1014.5,5.1,79.0,57.0,0.0,69.2,10.0,2.2,,0.0,,0.0,0.0,0.0
6,15,09,2012,2012-09-15,557,155,2,17.5,1121,54.1,1019.1,14.0,72.0,60.1,0.0,67.2,10.0,5.1,20.0,0.01,,0.0,0.0,0.0
5,11,03,2016,2016-03-11,672,155,2,17.5,1314,44.3,1017.0,8.9,79.0,55.0,0.0,61.6,9.7,5.3,17.1,0.06,,0.0,0.0,0.0
5,30,10,2020,2020-10-30,394,155,2,17.5,674,39.1,1010.8,13.0,55.9,37.9,0.0,42.4,6.7,7.7,24.1,1.93,,0.0,0.0,0.0
7,11,05,2014,2014-05-11,584,165,2,18.5,1174,46.3,1014.9,8.9,82.9,57.0,0.0,70.1,9.6,4.0,15.0,0.4,,0.0,0.0,0.0
6,20,11,2021,2021-11-20,305,165,2,18.5,568,25.4,1032.7,8.0,48.0,35.1,0.0,41.1,10.0,3.3,15.0,0.01,,0.0,0.0,0.0
2,19,10,2021,2021-10-19,302,165,2,18.5,521,38.7,1015.1,8.9,66.0,46.9,0.0,54.2,10.0,4.8,18.1,0.0,,0.0,0.0,0.0
3,25,11,2015,2015-11-25,717,165,2,18.5,1435,24.9,1038.1,5.1,50.0,32.0,0.0,42.5,10.0,2.3,,0.0,,0.0,0.0,0.0
3,01,01,2014,2014-01-01,399,165,2,18.5,787,10.7,1026.8,8.9,33.1,21.0,0.0,28.2,10.0,5.1,20.0,0.0,,0.0,0.0,0.0
5,11,01,2019,2019-01-11,644,165,2,18.5,1209,6.8,1020.4,,34.0,21.0,0.0,26.7,10.0,,,0.0,,0.0,0.0,0.0
6,25,06,2022,2022-06-25,364,165,2,18.5,660,60.6,1018.3,5.1,90.0,63.0,0.0,78.5,9.9,2.2,,0.0,,0.0,0.0,0.0
5,21,03,2014,2014-03-21,589,165,2,18.5,1159,18.4,1014.0,12.0,54.0,39.0,0.0,44.1,10.0,8.2,22.0,0.0,,0.0,0.0,0.0
7,05,09,2021,2021-09-05,293,175,2,19.5,513,61.3,1012.0,6.0,79.0,61.0,0.0,70.7,9.8,1.5,,0.0,,0.0,0.0,0.0
3,03,06,2015,2015-06-03,658,175,2,19.5,1315,49.6,1022.4,7.0,70.0,52.0,0.0,58.0,9.0,4.5,,0.26,,0.0,0.0,0.0
6,14,07,2012,2012-07-14,536,175,2,19.5,1063,62.7,1021.6,13.0,82.0,68.0,1.0,78.5,10.0,3.5,19.0,0.0,,0.0,0.0,0.0
3,25,06,2014,2014-06-25,646,175,2,19.5,1258,65.8,1014.6,8.0,84.9,68.0,0.0,75.4,9.0,5.0,17.1,0.0,,0.0,0.0,0.0
5,18,09,2020,2020-09-18,341,175,2,19.5,629,54.4,1014.5,9.9,75.0,61.0,0.0,66.6,10.0,5.4,18.1,0.0,,0.0,0.0,0.0
4,01,08,2013,2013-08-01,643,175,2,19.5,1262,62.8,1015.4,8.0,82.9,66.0,0.0,71.5,6.9,2.3,,0.0,,0.0,0.0,0.0
3,31,07,2013,2013-07-31,553,175,2,19.5,1120,56.3,1019.9,5.1,82.9,66.9,0.0,74.1,10.0,2.2,,0.0,,0.0,0.0,0.0
3,13,02,2013,2013-02-13,570,175,2,19.5,1113,22.5,1011.2,7.0,44.1,33.1,0.0,38.2,9.9,3.0,15.0,0.0,3.9,0.0,0.0,0.0
7,08,07,2018,2018-07-08,545,185,2,20.5,1018,51.4,1027.1,6.0,84.0,62.1,0.0,71.3,10.0,1.5,,0.0,,0.0,0.0,0.0
4,06,10,2022,2022-10-06,336,195,2,21.5,577,49.2,1014.2,5.1,73.9,53.1,0.0,61.6,10.0,2.5,,0.14,,0.0,0.0,0.0
7,28,07,2013,2013-07-28,485,195,2,21.5,961,65.2,1014.8,7.0,78.1,70.0,0.0,73.3,9.3,1.4,,0.0,,0.0,0.0,0.0
1,24,06,2019,2019-06-24,731,195,2,21.5,1383,54.9,1011.4,7.0,84.0,64.0,0.0,76.1,10.0,2.2,,0.0,,0.0,0.0,0.0
1,04,02,2019,2019-02-04,651,205,2,22.5,1204,32.9,1018.3,,61.0,33.1,0.0,48.3,9.4,,,0.0,,0.0,0.0,0.0
5,20,12,2019,2019-12-20,698,215,2,23.5,1297,10.8,1032.5,9.9,33.1,16.0,0.0,25.8,10.0,5.8,15.9,0.0,,0.0,0.0,0.0
7,23,06,2019,2019-06-23,559,215,2,23.5,1079,50.0,1014.7,8.9,82.9,61.0,0.0,73.7,10.0,3.6,15.0,0.0,,0.0,0.0,0.0
6,26,05,2018,2018-05-26,601,225,2,24.5,1129,64.5,1009.5,8.0,89.1,64.9,0.0,79.9,9.6,2.7,15.9,0.0,,0.0,0.0,0.0
4,24,02,2022,2022-02-24,222,86,2,10.6,382,12.7,1028.8,15.0,43.0,28.9,0.0,32.9,10.0,7.0,21.0,0.0,,0.0,0.0,0.0
5,25,02,2022,2022-02-25,251,86,2,10.6,440,25.2,1023.6,14.0,41.0,28.9,0.0,33.2,6.6,7.0,22.0,0.5,,0.0,0.0,1.0
2,26,03,2013,2013-03-26,425,91,2,11.1,844,27.3,1005.1,8.9,53.1,37.0,0.0,42.2,9.7,4.5,15.9,0.17,,0.0,0.0,0.0
6,08,01,2022,2022-01-08,236,96,2,11.6,419,7.0,1030.1,11.1,34.0,19.9,0.0,25.2,10.0,6.3,21.0,0.03,5.9,0.0,0.0,0.0
2,27,04,2021,2021-04-27,273,101,2,12.1,502,21.9,1017.9,8.0,64.0,41.0,0.0,54.4,10.0,2.7,15.0,0.0,,0.0,0.0,0.0
5,31,01,2014,2014-01-31,560,106,2,12.6,1113,9.9,1021.2,8.9,39.0,16.0,0.0,30.7,10.0,5.0,15.9,0.0,1.2,0.0,0.0,0.0
1,09,02,2015,2015-02-09,547,111,2,13.1,1070,21.0,1014.8,15.9,37.0,25.0,0.0,27.7,8.8,9.6,22.9,0.03,7.9,0.0,0.0,1.0
2,18,02,2014,2014-02-18,518,111,2,13.1,1023,18.5,1020.7,8.9,39.0,26.1,1.0,32.0,7.1,4.2,18.1,0.07,16.9,0.0,0.0,1.0
4,28,02,2013,2013-02-28,517,111,2,13.1,1031,32.9,1002.1,8.0,51.1,43.0,0.0,45.2,9.8,3.9,15.0,0.44,,0.0,0.0,0.0
4,30,10,2014,2014-10-30,626,116,2,13.6,1255,40.3,1014.8,8.0,72.0,48.0,0.0,52.5,9.9,3.6,,0.0,,0.0,0.0,0.0
7,17,03,2013,2013-03-17,426,116,2,13.6,855,20.0,1017.5,8.9,37.9,28.9,0.0,33.0,9.8,4.6,19.0,0.12,,0.0,0.0,0.0
1,05,03,2018,2018-03-05,616,121,2,14.1,1146,21.5,1017.5,9.9,44.1,33.1,0.0,37.0,10.0,6.1,20.0,0.0,,0.0,0.0,0.0
6,30,05,2020,2020-05-30,226,121,2,14.1,422,58.1,1011.6,,81.0,66.9,0.0,72.2,9.8,,,0.05,,0.0,0.0,0.0
2,12,03,2019,2019-03-12,586,126,2,14.6,1091,17.2,1020.8,11.1,53.1,34.0,0.0,40.1,10.0,8.1,22.9,0.0,,0.0,0.0,0.0
3,28,12,2016,2016-12-28,546,126,2,14.6,1014,24.4,1017.2,8.0,60.1,36.0,0.0,39.7,10.0,5.2,17.1,0.0,,0.0,0.0,0.0
6,29,12,2012,2012-12-29,442,131,2,15.1,856,26.2,1013.1,21.0,44.6,24.8,1.0,32.5,7.8,5.3,28.0,0.0,,0.0,0.0,1.0
7,08,11,2015,2015-11-08,472,131,2,15.1,970,31.1,1025.2,13.0,55.9,46.0,0.0,51.9,10.0,4.0,19.0,0.0,,0.0,0.0,0.0
1,17,04,2017,2017-04-17,488,131,2,15.1,902,45.6,1013.1,8.9,87.1,59.0,0.0,69.3,10.0,6.1,21.0,0.0,,0.0,0.0,0.0
5,27,04,2018,2018-04-27,690,131,2,15.1,1287,44.6,1010.5,6.0,70.0,51.1,0.0,55.7,8.1,2.6,,0.1,,0.0,0.0,0.0
5,02,02,2018,2018-02-02,617,136,2,15.6,1167,18.1,1014.7,13.0,45.0,21.0,0.0,31.9,9.2,6.7,24.1,0.23,,0.0,0.0,0.0
6,09,11,2019,2019-11-09,502,136,2,15.6,955,16.2,1026.1,8.9,41.0,27.0,0.0,33.3,10.0,2.8,15.0,0.0,,0.0,0.0,0.0
6,16,01,2016,2016-01-16,563,136,2,15.6,1120,37.3,999.9,11.1,52.0,34.0,0.0,46.0,8.6,5.5,19.0,0.21,,0.0,0.0,0.0
2,05,11,2013,2013-11-05,510,136,2,15.6,1019,30.4,1036.8,6.0,55.0,35.1,0.0,46.8,10.0,3.8,,0.0,,0.0,0.0,0.0
6,23,02,2013,2013-02-23,521,136,2,15.6,1028,34.3,1020.7,14.0,42.1,36.0,0.0,38.0,5.3,6.3,22.0,0.0,,0.0,0.0,0.0
7,20,10,2013,2013-10-20,490,142,2,16.2,961,39.6,1012.6,9.9,64.0,50.0,0.0,57.4,10.0,5.5,20.0,0.01,,0.0,0.0,0.0
6,17,02,2018,2018-02-17,604,143,2,16.2,1090,18.7,1024.9,11.1,42.1,28.0,1.0,34.5,9.3,5.2,22.0,0.04,,0.0,0.0,1.0
1,19,04,2021,2021-04-19,320,142,2,16.2,562,36.2,1010.4,8.9,64.9,48.9,0.0,58.9,10.0,3.0,17.1,0.0,,0.0,0.0,0.0
4,15,10,2020,2020-10-15,311,142,2,16.2,578,51.4,1015.6,8.9,71.1,50.0,0.0,63.3,10.0,4.3,21.0,0.0,,0.0,0.0,0.0
2,06,10,2015,2015-10-06,631,142,2,16.2,1249,45.4,1017.1,5.1,73.0,52.0,0.0,61.2,10.0,1.5,,0.0,,0.0,0.0,0.0
1,20,06,2022,2022-06-20,281,152,2,17.2,488,40.5,1019.0,6.0,78.1,54.0,0.0,67.4,10.0,3.3,,0.0,,0.0,0.0,0.0
5,21,10,2022,2022-10-21,335,152,2,17.2,593,34.3,1018.9,5.1,62.1,44.1,0.0,53.8,10.0,2.3,,0.0,,0.0,0.0,0.0
4,04,09,2014,2014-09-04,727,152,2,17.2,1427,56.9,1020.6,5.1,87.1,69.1,0.0,77.9,10.0,1.3,,0.0,,0.0,0.0,0.0
5,04,06,2021,2021-06-04,331,152,2,17.2,572,66.0,1012.6,13.0,78.1,60.1,1.0,70.2,7.4,2.5,24.1,0.38,,0.0,0.0,0.0
1,26,10,2020,2020-10-26,314,162,2,18.2,563,50.9,1022.9,8.9,57.9,45.0,0.0,53.4,5.3,3.9,15.0,0.02,,0.0,0.0,0.0
6,23,11,2019,2019-11-23,528,162,2,18.2,971,20.3,1014.8,9.9,53.1,35.1,0.0,40.3,10.0,4.6,19.0,0.07,,0.0,0.0,0.0
3,11,12,2019,2019-12-11,578,162,2,18.2,1050,30.4,1022.2,13.0,57.9,30.9,1.0,37.3,8.3,5.3,24.1,0.36,,0.0,0.0,1.0
4,07,04,2016,2016-04-07,630,162,2,18.2,1132,43.2,1006.9,11.1,57.9,30.0,0.0,52.4,9.3,5.8,22.9,0.0,,0.0,0.0,0.0
7,10,09,2017,2017-09-10,533,162,2,18.2,1028,49.1,1027.0,9.9,72.0,55.0,0.0,63.7,10.0,5.0,18.1,0.0,,0.0,0.0,0.0
4,13,09,2012,2012-09-13,632,172,2,19.2,1247,54.8,1027.4,9.9,80.1,62.1,0.0,70.4,10.0,3.2,,0.0,,0.0,0.0,0.0
6,28,09,2013,2013-09-28,547,172,2,19.2,1101,49.4,1025.3,7.0,73.0,55.9,0.0,64.1,10.0,4.4,15.0,0.0,,0.0,0.0,0.0
7,13,06,2021,2021-06-13,330,172,2,19.2,601,55.6,1012.9,5.1,75.9,62.1,0.0,66.8,10.0,1.9,,0.0,,0.0,0.0,0.0
7,08,09,2013,2013-09-08,500,182,2,20.2,1000,52.8,1011.5,8.0,82.9,59.0,0.0,73.7,10.0,4.5,19.0,0.0,,0.0,0.0,0.0
5,15,11,2013,2013-11-15,617,182,2,20.2,1232,20.2,1022.7,8.0,57.0,33.1,0.0,50.0,10.0,4.0,15.9,0.0,,0.0,0.0,0.0
5,26,07,2013,2013-07-26,617,182,2,20.2,1249,57.5,1016.5,8.9,82.9,64.0,0.0,72.2,10.0,5.3,19.0,0.01,,0.0,0.0,0.0
6,18,04,2015,2015-04-18,605,182,2,20.2,1203,43.4,1013.9,8.0,80.1,55.0,0.0,68.0,10.0,2.8,,0.0,,0.0,0.0,0.0
2,17,09,2019,2019-09-17,635,182,2,20.2,1181,47.7,1019.3,8.9,77.0,62.1,0.0,69.5,10.0,5.2,,0.0,,0.0,0.0,0.0
3,03,08,2022,2022-08-03,324,192,2,21.2,567,62.7,1014.0,6.0,90.0,71.1,0.0,81.0,10.0,2.8,,0.0,,0.0,0.0,0.0
2,01,12,2015,2015-12-01,746,192,2,21.2,1453,41.1,1023.3,9.9,64.0,42.1,0.0,46.5,,5.9,14.0,0.0,,0.0,0.0,0.0
6,27,04,2019,2019-04-27,526,192,2,21.2,990,37.0,1000.2,15.0,59.0,48.9,0.0,54.3,8.8,6.9,28.9,1.03,,0.0,0.0,0.0
7,16,12,2018,2018-12-16,622,202,2,22.2,1113,37.1,1017.2,,51.1,33.8,0.0,42.2,5.3,,,0.41,,0.0,0.0,0.0
2,10,09,2019,2019-09-10,605,202,2,22.2,1128,64.3,1026.3,6.0,78.1,64.0,0.0,70.4,9.5,1.6,,0.01,,0.0,0.0,0.0
5,04,10,2019,2019-10-04,708,202,2,22.2,1314,49.8,1017.2,9.9,66.0,53.1,0.0,59.2,7.6,4.9,22.0,0.17,,0.0,0.0,0.0
2,29,10,2019,2019-10-29,639,202,2,22.2,1172,53.1,1025.5,6.0,59.0,53.6,0.0,56.6,6.0,3.8,,0.0,,0.0,0.0,0.0
6,22,10,2016,2016-10-22,629,202,2,22.2,1186,47.9,997.6,15.0,66.0,46.4,0.0,53.4,7.7,7.7,27.0,1.32,,0.0,0.0,0.0
1,23,01,2017,2017-01-23,667,202,2,22.2,1148,35.4,1008.3,24.1,46.9,35.6,0.0,41.2,9.2,15.5,38.1,0.05,,0.0,0.0,0.0
2,25,09,2018,2018-09-25,715,202,2,22.2,1338,60.7,1029.8,9.9,73.4,59.0,1.0,64.5,5.6,3.6,20.0,0.27,,0.0,0.0,0.0
6,14,09,2013,2013-09-14,519,147,2,16.7,1034,44.5,1014.1,7.0,77.0,54.0,0.0,60.3,10.0,4.7,15.0,0.06,,0.0,0.0,0.0
6,15,02,2020,2020-02-15,440,147,2,16.7,839,2.5,1035.1,8.0,39.9,14.0,0.0,21.6,10.0,4.2,19.0,0.0,,0.0,0.0,0.0
4,01,03,2018,2018-03-01,619,149,2,16.7,1137,37.8,1009.9,8.0,61.0,42.1,0.0,55.6,10.0,4.2,,0.0,,0.0,0.0,0.0
5,27,09,2013,2013-09-27,553,147,2,16.7,1109,50.8,1021.7,8.0,71.1,57.0,0.0,61.8,10.0,3.3,,0.0,,0.0,0.0,0.0
2,01,09,2020,2020-09-01,337,147,2,16.7,609,63.8,1019.4,8.0,77.0,63.0,0.0,70.9,8.5,3.3,15.0,0.12,,0.0,0.0,0.0
4,16,06,2016,2016-06-16,689,157,2,17.7,1298,60.8,1008.8,5.1,84.9,62.1,0.0,70.6,7.2,1.5,,0.2,,0.0,0.0,0.0
4,29,07,2021,2021-07-29,319,157,2,17.7,549,66.0,1015.0,8.9,81.0,69.1,0.0,73.3,8.7,2.7,24.1,0.43,,0.0,0.0,0.0
6,11,01,2014,2014-01-11,465,157,2,17.7,863,45.2,1014.7,9.9,57.9,30.0,1.0,47.7,3.1,5.6,21.0,1.4,,0.0,0.0,0.0
7,29,04,2018,2018-04-29,505,158,2,17.7,936,41.6,1012.5,8.0,57.0,48.2,0.0,52.7,9.3,4.0,22.0,0.18,,0.0,0.0,0.0
7,18,04,2021,2021-04-18,258,157,2,17.7,461,35.4,1009.7,6.0,64.0,43.0,0.0,54.6,10.0,2.9,,0.0,,0.0,0.0,0.0
1,04,07,2022,2022-07-04,255,157,2,17.7,489,46.6,1019.7,7.0,88.0,64.9,0.0,76.5,10.0,2.7,,0.0,,0.0,0.0,0.0
6,26,03,2016,2016-03-26,530,159,2,17.7,982,30.2,1023.1,11.1,72.0,37.9,0.0,46.3,10.0,5.8,17.1,0.04,,0.0,0.0,0.0
1,07,11,2022,2022-11-07,279,167,2,18.7,480,52.5,1021.3,8.0,77.0,66.0,0.0,71.3,10.0,4.8,15.0,0.0,,0.0,0.0,0.0
3,16,08,2017,2017-08-16,600,167,2,18.7,1104,66.3,1013.9,7.0,87.1,68.0,0.0,76.0,6.9,1.5,,0.17,,0.0,0.0,0.0
7,26,05,2013,2013-05-26,455,167,2,18.7,910,35.6,1016.2,13.0,66.0,48.0,0.0,55.5,10.0,8.3,22.9,0.05,,0.0,0.0,0.0
1,06,11,2017,2017-11-06,682,167,2,18.7,1262,58.1,1013.9,7.0,68.0,51.1,0.0,62.1,8.2,3.5,15.0,0.01,,0.0,0.0,0.0
5,01,07,2022,2022-07-01,316,167,2,18.7,570,64.7,1017.4,5.1,91.0,69.1,0.0,80.4,8.5,2.7,,0.0,,0.0,0.0,0.0
6,04,06,2022,2022-06-04,300,177,2,19.7,543,50.3,1010.9,5.1,80.1,61.0,0.0,70.7,10.0,1.7,,0.0,,0.0,0.0,0.0
4,23,08,2012,2012-08-23,574,177,2,19.7,1159,61.7,1020.4,8.9,84.0,62.6,0.0,74.7,8.9,2.0,,0.0,,0.0,0.0,0.0
4,12,07,2018,2018-07-12,642,187,2,20.7,1233,60.4,1020.4,6.0,88.0,64.0,1.0,74.3,9.3,1.0,,0.71,,0.0,0.0,0.0
3,08,05,2019,2019-05-08,649,187,2,20.7,1219,49.9,1022.3,7.0,71.1,52.0,0.0,61.0,8.6,3.4,,0.11,,0.0,0.0,0.0
6,21,09,2019,2019-09-21,577,187,2,20.7,1070,49.8,1022.3,4.1,84.0,55.9,0.0,71.8,10.0,2.3,,0.0,,0.0,0.0,0.0
1,12,06,2017,2017-06-12,804,197,2,21.7,1518,60.8,1015.5,7.0,93.0,72.0,0.0,84.0,10.0,3.9,15.0,0.0,,0.0,0.0,0.0
2,14,08,2018,2018-08-14,701,197,2,21.7,1319,70.6,1011.3,11.1,82.0,71.1,1.0,74.1,6.0,1.2,22.0,0.66,,0.0,0.0,0.0
2,17,09,2013,2013-09-17,627,197,2,21.7,1246,38.3,1027.5,12.0,73.0,50.0,0.0,57.8,10.0,5.4,22.0,0.02,,0.0,0.0,0.0
6,17,09,2016,2016-09-17,646,197,2,21.7,1210,56.2,1023.4,7.0,77.0,59.0,0.0,67.1,9.9,2.6,,0.0,,0.0,0.0,0.0
5,14,10,2016,2016-10-14,767,197,2,21.7,1468,38.1,1025.4,7.0,66.9,46.9,0.0,54.4,10.0,4.1,,0.0,,0.0,0.0,0.0
5,04,09,2020,2020-09-04,383,197,2,21.7,674,64.6,1011.1,8.9,84.9,69.1,0.0,75.6,7.1,3.9,15.0,0.71,,0.0,0.0,0.0
2,07,06,2016,2016-06-07,709,207,2,22.7,1350,56.0,1000.6,8.9,84.9,64.9,0.0,76.4,8.7,4.4,15.9,0.0,,0.0,0.0,0.0
7,22,09,2019,2019-09-22,515,207,2,22.7,970,59.7,1020.2,7.0,86.0,61.0,0.0,75.1,9.9,2.6,,0.0,,0.0,0.0,0.0
5,31,08,2012,2012-08-31,701,217,2,23.7,1423,56.1,1016.3,20.0,90.0,68.0,0.0,78.7,9.9,3.9,27.0,0.0,,0.0,0.0,0.0
1,18,06,2018,2018-06-18,808,247,2,26.7,1507,65.1,1014.9,6.0,91.0,66.0,0.0,80.9,9.0,3.9,,0.0,,0.0,0.0,0.0
1,09,12,2019,2019-12-09,737,257,2,27.7,1293,43.4,1021.9,8.0,54.0,28.0,1.0,46.8,4.4,2.9,18.1,0.21,,0.0,0.0,0.0
7,02,01,2022,2022-01-02,181,77,2,9.7,303,50.6,1002.9,8.9,59.0,46.0,0.0,53.2,5.8,4.1,19.0,0.83,,0.0,0.0,0.0
3,24,08,2022,2022-08-24,231,92,2,11.2,409,60.7,1013.3,6.0,90.0,71.1,0.0,79.0,10.0,3.6,,0.0,,0.0,0.0,0.0
4,26,11,2020,2020-11-26,203,92,2,11.2,362,50.7,1017.6,8.9,64.9,45.0,0.0,58.6,8.2,4.1,15.0,0.71,,0.0,0.0,0.0
4,26,09,2013,2013-09-26,516,112,2,13.2,1017,52.3,1015.5,8.0,73.0,52.0,0.0,63.0,10.0,3.1,,0.0,,0.0,0.0,0.0
3,09,07,2014,2014-07-09,569,112,2,13.2,1104,65.0,1010.1,11.1,86.0,72.0,0.0,78.8,9.8,4.9,19.0,0.39,,0.0,0.0,0.0
5,23,01,2015,2015-01-23,598,117,2,13.7,1179,15.6,1024.9,8.9,39.9,28.0,0.0,32.7,10.0,5.5,19.0,0.0,,0.0,0.0,0.0
6,26,12,2020,2020-12-26,226,117,2,13.7,414,13.9,1010.6,15.0,35.1,24.1,0.0,28.8,10.0,9.1,25.1,0.21,,0.0,0.0,0.0
2,04,10,2016,2016-10-04,523,117,2,13.7,945,54.7,1023.6,11.1,72.0,60.1,0.0,64.5,9.5,5.3,15.9,0.0,,0.0,0.0,0.0
7,20,01,2019,2019-01-20,411,122,2,14.2,735,29.5,1001.4,,42.1,19.0,0.0,34.0,5.8,,,1.0,,0.0,0.0,1.0
6,10,03,2018,2018-03-10,567,122,2,14.2,1058,19.9,1012.3,12.0,42.1,30.0,0.0,35.7,10.0,7.7,22.0,0.0,2.0,0.0,0.0,0.0
4,17,02,2022,2022-02-17,267,127,2,14.7,451,41.7,1022.5,11.1,68.0,45.0,0.0,55.6,10.0,6.6,22.0,0.0,,0.0,0.0,0.0
2,04,11,2014,2014-11-04,538,127,2,14.7,1053,23.7,1020.0,7.0,68.0,39.0,0.0,59.5,10.0,4.4,15.0,0.0,,0.0,0.0,0.0
7,06,02,2022,2022-02-06,270,127,2,14.7,479,7.2,1035.4,11.1,30.0,17.1,0.0,22.3,10.0,4.7,19.0,0.0,,0.0,0.0,0.0
4,08,12,2022,2022-12-08,286,127,2,14.7,499,41.4,1021.8,8.0,59.0,48.0,0.0,51.9,9.5,4.1,14.0,0.26,,0.0,0.0,0.0
5,08,01,2016,2016-01-08,602,132,2,15.2,1183,25.5,1022.4,8.9,44.6,35.6,0.0,40.2,10.0,4.3,,0.0,,0.0,0.0,0.0
6,08,11,2014,2014-11-08,543,132,2,15.2,1066,24.7,1014.5,8.9,53.1,36.0,0.0,41.9,10.0,5.3,24.1,0.0,,0.0,0.0,0.0
6,12,09,2015,2015-09-12,554,132,2,15.2,1101,63.4,1008.7,8.0,81.0,66.0,0.0,74.0,10.0,2.3,17.1,0.0,,0.0,0.0,0.0
4,05,06,2014,2014-06-05,569,132,2,15.2,1119,60.0,1006.0,9.9,82.0,61.0,0.0,68.1,6.5,4.5,17.1,0.62,,0.0,0.0,0.0
3,19,12,2012,2012-12-19,590,132,2,15.2,1173,30.5,1007.4,25.1,48.0,41.0,0.0,44.0,10.0,9.3,34.0,0.07,,0.0,0.0,0.0
6,24,04,2021,2021-04-24,301,132,2,15.2,538,27.2,1014.7,8.0,72.0,39.0,0.0,60.4,10.0,3.7,15.0,0.0,,0.0,0.0,0.0
3,09,02,2022,2022-02-09,272,132,2,15.2,474,19.9,1017.3,8.9,46.0,28.9,0.0,35.8,10.0,3.8,,0.07,,0.0,0.0,0.0
3,18,11,2015,2015-11-18,628,132,2,15.2,1239,38.1,1032.9,8.9,57.9,39.9,0.0,50.9,10.0,3.6,17.1,0.0,,0.0,0.0,0.0
1,11,02,2019,2019-02-11,568,137,2,15.7,1069,16.4,1026.8,,37.9,23.0,0.0,33.9,10.0,,,0.0,,0.0,0.0,0.0
3,24,02,2021,2021-02-24,267,137,2,15.7,474,28.5,1013.6,11.1,54.0,36.0,0.0,45.8,10.0,6.4,18.1,0.01,3.1,0.0,0.0,0.0
4,11,04,2019,2019-04-11,537,144,2,16.4,1031,20.7,1022.1,8.0,60.1,39.9,0.0,46.0,10.0,3.6,15.0,0.0,,0.0,0.0,0.0
1,09,12,2013,2013-12-09,639,144,2,16.4,1256,31.2,1019.9,12.0,39.0,28.9,0.0,34.6,4.2,6.8,22.9,0.28,,0.0,0.0,1.0
3,29,10,2014,2014-10-29,556,144,2,16.4,1095,52.4,1011.9,8.0,72.0,53.1,0.0,64.5,9.3,3.9,,0.0,,0.0,0.0,0.0
