"","dowStartSat","num_collisions","temperature","visibility","wind_speed","bft_wind_scale"
"133",5,347,24.1111111111111,10,4.5,2
"134",6,385,20.1666666666667,10,2.6,1
"135",7,384,19.3333333333333,10,1.5,1
"136",1,378,24.3333333333333,10,2.2,1
"137",2,330,26.6666666666667,10,5.5,2
"138",3,322,18.4444444444444,10,6,2
"139",4,354,17.7777777777778,9.9,4.1,2
"140",5,333,22.6666666666667,9,3.5,1
"141",7,358,16.8333333333333,9.2,7.2,3
"142",4,355,18.2222222222222,10,0.9,0
"143",5,339,19.8333333333333,10,2.5,1
"144",6,288,18.6111111111111,7.5,1,1
"145",7,331,21.2222222222222,7.4,2.5,1
"146",1,365,23.7777777777778,9.9,4.1,2
"147",2,367,28.6111111111111,10,2.7,1
"148",3,381,27.5,9,2.6,1
"149",4,355,27,9,2.6,1
"150",5,353,25.9444444444444,9,2.4,1
"151",6,370,25.6666666666667,10,4.9,2
"152",7,343,18.7777777777778,10,4.6,2
"153",1,327,19,10,4.2,2
"154",2,330,19.3333333333333,10,1.9,1
"155",3,329,19.9444444444444,8.5,2,1
"156",4,369,22.1666666666667,10,3.1,1
"157",5,370,20.8333333333333,10,3.8,1
"158",6,388,20.5,10,3.8,1
"159",7,387,23.1666666666667,10,3.6,1
"160",1,372,24.3333333333333,9.9,4.4,2
"161",2,323,24.1111111111111,10,2.5,1
"162",3,361,26.6666666666667,9.8,2.5,1
"163",4,290,22.2777777777778,9,4.2,2
"164",5,353,18.2777777777778,10,4.3,2
"165",6,384,20.3333333333333,10,2.8,1
"166",7,381,20.7777777777778,10,2.6,1
"167",1,375,23.7222222222222,9.5,2.4,1
"168",2,332,26.3888888888889,10,3.8,1
"169",3,379,28.4444444444444,10,4.1,2
"170",4,350,30,10,4.2,2
"171",5,361,31.2777777777778,10,4.3,2
"172",6,319,24.4444444444444,6.5,2.1,1
"173",7,333,22.6111111111111,6.8,1.9,1
"174",1,291,17.5555555555556,8.1,6.3,2
"175",2,289,19.7222222222222,9.6,2.4,1
"176",3,322,23.3333333333333,5.9,2.5,1
"177",4,326,26.7222222222222,8.9,5.6,2
"178",5,324,26.5555555555556,6.8,2.4,1
"179",6,305,26.0555555555556,6.7,4.2,2
"180",7,346,24.1111111111111,5.4,3.6,1
"181",1,293,22.8333333333333,8.8,2.7,1
"182",2,263,22.5555555555556,5.8,1.7,1
"183",3,303,25.1666666666667,6.3,3,1
"184",4,298,21.7222222222222,7.1,6.1,2
"185",5,331,24,6.5,3.2,1
"186",6,372,27.1111111111111,10,1.9,1
"187",7,350,28.8888888888889,10,2.9,1
"188",1,339,27.6111111111111,8.4,1.4,1
"189",2,310,24.7222222222222,8.1,3.9,1
"190",3,328,23.7222222222222,10,4.1,2
"191",4,286,25.8888888888889,5.5,2.3,1
"192",5,330,25.2777777777778,5.3,1.9,1
"193",6,329,23.3333333333333,10,2.8,1
"194",7,324,23.1111111111111,9.6,2.6,1
"195",1,337,23.6111111111111,10,2,1
"196",2,322,23.8333333333333,7.7,1.8,1
"197",3,359,26.6666666666667,6.1,2.2,1
"198",4,318,27.4444444444444,6.9,2.4,1
"199",5,300,23.7777777777778,8.9,3.9,1
"200",6,319,22.9444444444444,8.7,2.7,1
"201",1,353,20.5555555555556,10,3.4,1
"202",2,303,21.8333333333333,10,1.8,1
"203",3,325,21.3888888888889,9.7,3.6,1
"204",4,313,22.2222222222222,10,1.9,1
"205",5,291,22.1666666666667,10,3,1
"206",6,304,22.8333333333333,10,4.3,2
"207",7,355,25.2222222222222,10,2.5,1
"208",1,334,25.8888888888889,10,3.9,1
"209",2,314,22.4444444444444,8.2,5.6,2
"210",3,339,22.5555555555556,8.3,5.1,2
"211",4,331,24.7777777777778,9.3,1.7,1
"212",5,316,26.2222222222222,8.3,2.5,1
"213",6,324,27.1666666666667,9.3,3.5,1
"214",7,358,29.6111111111111,10,2,1
"215",1,302,28.9444444444444,10,2.7,1
"216",2,314,24.8888888888889,10,4,2
"217",3,301,23.6111111111111,10,2.2,1
"218",4,286,24.1666666666667,10,2,1
"219",5,334,25.1666666666667,10,1.8,1
"220",6,286,26.3888888888889,9.3,3.7,1
"221",7,325,25.7777777777778,10,2.8,1
"222",1,321,25.4444444444444,10,1.4,1
"223",2,257,23.3333333333333,3.3,4.2,2
"224",3,293,23.5555555555556,5.8,4.6,2
"225",4,332,26.5555555555556,10,2.6,1
"226",5,336,27.6666666666667,10,1.5,1
"227",6,343,28.8333333333333,8.9,2.1,1
"228",7,349,27.9444444444444,8.7,2.6,1
"229",1,303,23.8333333333333,9.9,5.3,2
"230",2,358,21.6666666666667,10,3.4,1
"231",3,323,25.2777777777778,8.8,1.4,1
"232",4,310,26.1666666666667,10,2.9,1
"233",5,319,22.7777777777778,7.9,5.5,2
"234",6,365,19.7777777777778,7.8,7.2,3
"235",7,352,19.2777777777778,10,3,1
"236",1,341,20.4444444444444,10,2.2,1
"237",2,293,21.5,9.8,1.5,1
"238",3,299,23.4444444444444,9.5,4.7,2
"239",4,337,22.1666666666667,10,2.1,1
"240",5,334,24,10,2.5,1
"241",6,294,22,7.4,6.7,2
"242",7,352,20.3333333333333,10,5.8,2
"243",1,333,20.1111111111111,10,1.8,1
"244",2,321,22.7777777777778,10,3.2,1
"245",3,378,25.7222222222222,10,4.2,2
"246",4,342,22.6666666666667,9.5,1.6,1
"247",5,356,25.0555555555556,8.4,7.2,3
"248",6,269,23.1111111111111,10,9.8,3
"249",7,375,22.2777777777778,8.4,11.2,4
"250",1,319,24.0555555555556,10,6,2
"251",2,318,22.0555555555556,10,7.8,3
"252",3,317,20.0555555555556,10,5.4,2
"253",4,311,20.3333333333333,10,7.5,3
"254",5,289,23.2222222222222,8.4,9.6,3
"255",6,319,24.3333333333333,9.3,4.2,2
"256",7,383,18.4444444444444,8.1,4.5,2
"257",1,358,18.8888888888889,10,0.9,0
"258",2,314,19,10,4.2,2
"259",3,325,20.1666666666667,10,10.6,3
"260",4,296,20.4444444444444,9.3,8.8,3
"261",5,343,16.7777777777778,10,10,3
"262",6,344,16.3888888888889,10,7.9,3
"263",7,385,14.8333333333333,10,7,3
"264",1,349,17.6666666666667,10,6.3,2
"265",2,328,20.7777777777778,10,4.8,2
"266",3,290,20.6666666666667,6.5,7.9,3
"267",4,318,16.7222222222222,9.8,2,1
"268",5,270,17.7777777777778,10,1.7,1
"269",6,368,19.2222222222222,9.7,0.9,0
"270",7,361,19.6111111111111,8.2,2.1,1
"271",1,268,18,10,6.7,2
"272",2,269,17.2222222222222,8.5,8.9,3
"273",3,297,18.2222222222222,10,7,3
"274",4,321,18.2777777777778,10,2.6,1
"275",5,312,18.5555555555556,9.3,0.8,0
"276",6,353,20.1666666666667,8.2,2.7,1
"277",7,381,20.7777777777778,10,1.6,1
"278",1,339,21.1111111111111,9.6,3.7,1
"279",2,319,14.0555555555556,9,5.7,2
"280",3,318,11.7777777777778,9.9,5.8,2
"281",4,302,12.3333333333333,10,4.8,2
"282",5,365,17.8888888888889,10,3.5,1
"283",6,371,19.2222222222222,10,3,1
"284",7,381,18.2222222222222,10,4,2
"285",1,312,12.8888888888889,9.9,2.6,1
"286",3,330,17.4444444444444,8.3,2.2,1
"287",4,323,15.6666666666667,5.7,5.2,2
"288",5,323,14.0555555555556,8.4,7.4,3
"289",6,344,11.8888888888889,10,4.3,2
"290",7,357,11.6666666666667,10,6.8,2
"291",1,352,14.1111111111111,7,6.3,2
"292",2,362,14.6111111111111,7.6,3.4,1
"293",3,331,13.1666666666667,10,5.1,2
"294",4,276,10.4444444444444,10,2.1,1
"295",5,321,7.66666666666667,10,3.5,1
"296",6,317,6.94444444444444,10,3.2,1
"297",7,386,7.11111111111111,10,3.4,1
"298",1,335,7.72222222222222,10,2.5,1
"299",2,265,8.05555555555556,9.6,2.2,1
"300",3,329,11.7777777777778,10,2.8,1
"301",4,327,14.3888888888889,10,2.4,1
"302",5,346,15.2777777777778,9.8,2.3,1
"303",6,292,11.2777777777778,10,3.2,1
"304",7,353,16.3888888888889,8,5.6,2
"305",1,335,11.3333333333333,9.6,3.4,1
"306",2,269,5.94444444444445,10,3.6,1
"307",3,343,6.38888888888889,9.9,5.2,2
"308",4,315,5.72222222222222,10,5.8,2
"309",5,317,8.22222222222222,10,1.8,1
"310",6,351,15.3333333333333,9.9,4.1,2
"311",7,349,8.16666666666667,9.4,7.7,3
"312",1,305,5.05555555555556,10,3.3,1
"313",2,273,9.16666666666667,10,2.9,1
"314",3,314,9.88888888888889,9.7,5.1,2
"315",4,340,2.61111111111111,10,7.5,3
"316",5,368,2.33333333333333,10,4.2,2
"317",6,217,7.88888888888889,10,3,1
"318",7,261,7.44444444444444,9,5.7,2
"319",1,264,2.61111111111111,10,8.4,3
"320",2,271,2.33333333333333,9,2.2,1
"321",3,323,4.05555555555555,10,4.9,2
"322",4,282,2.05555555555556,10,4.3,2
"323",5,266,6.27777777777778,10,4,2
"324",6,319,10.9444444444444,9.7,4.2,2
"325",7,343,7.88888888888889,10,7.5,3
"326",1,278,5.27777777777778,10,3,1
"327",2,255,6.27777777777778,10,1.9,1
"328",3,345,10.8888888888889,6.8,4.1,2
"329",4,321,5.38888888888889,9.4,6.1,2
"330",5,287,3.66666666666667,10,4,2
"331",6,283,1.55555555555555,9.4,5.1,2
"332",7,301,6.16666666666667,10,3.1,1
"333",1,307,11.8333333333333,7.5,3.2,1
"334",2,266,9.94444444444444,9.7,7.6,3
"335",3,302,7.27777777777778,10,6.6,2
"336",4,322,8.94444444444445,10,4.7,2
"337",5,285,8,10,4.8,2
"338",6,317,13.7222222222222,10,6.5,2
"339",7,305,14.4444444444444,10,6.5,2
"340",1,331,6.72222222222222,8,3.9,1
"341",2,291,4.94444444444444,7.1,4.8,2
"342",3,292,-0.88888888888889,10,4.5,2
"343",4,256,2.38888888888889,10,4.2,2
"344",5,278,5.11111111111111,8.7,5.4,2
"345",6,302,0.722222222222221,10,5.5,2
"346",7,281,1.55555555555555,8.6,3.4,1
"347",1,189,4.72222222222222,5.6,3,1
"348",2,186,8.22222222222222,9.7,7.6,3
"349",3,207,3,10,4.9,2
"350",4,221,4.44444444444444,7.4,4.1,2
"351",5,192,5.88888888888889,6.3,5,2
"352",6,223,7.22222222222222,4.7,2.8,1
"353",7,232,10.1111111111111,6.3,2,1
"354",1,283,11.2777777777778,6.5,1.9,1
"355",2,181,11.7777777777778,5.8,4.1,2
"356",3,208,0,10,8.5,3
"357",4,255,-3.72222222222222,10,5.7,2
"358",5,306,3.05555555555556,8.5,4.2,2
"359",6,233,3.72222222222222,10,6.1,2
"360",7,296,-0.499999999999999,6.1,6.9,2
"361",1,236,-3.77777777777778,10,6.3,2
"362",2,234,1.11111111111111,9.7,6.2,2
"363",3,265,0.388888888888891,9.3,7.7,3
"364",4,257,-6.88888888888889,9.7,7.2,3
"365",5,250,-2.27777777777778,10,4.7,2
"366",6,268,4.22222222222222,9.8,2.7,1
"367",7,289,4.11111111111111,10,6.4,2
"368",1,236,-7.66666666666667,10,6.3,2
"369",2,266,-8.16666666666667,9.7,6.7,2
"370",3,203,3.05555555555556,6.1,9.6,3
"371",4,258,0.833333333333333,10,8.9,3
"372",5,255,3,10,4.7,2
"373",6,246,3.77777777777778,7.7,6.3,2
"374",7,288,-7.05555555555556,10,6.9,2
"375",1,267,-6.38888888888889,10,5.2,2
"376",2,229,-1.61111111111111,10,5.3,2
"377",3,238,-0.833333333333333,8.1,3.4,1
"378",4,235,2.94444444444444,9,4.9,2
"379",5,266,-3.55555555555555,10,5.8,2
"380",6,272,-4.5,10,4.2,2
"381",7,283,-0.777777777777777,6.6,3.7,1
"382",1,276,-5.61111111111111,2.1,9.7,3
"383",2,224,-8.27777777777778,10,7.9,3
"384",3,312,-3.88888888888889,10,3.5,1
"385",4,274,-1.88888888888889,10,4.4,2
"386",5,268,3.16666666666667,8.8,3.5,1
"387",6,248,6.88888888888889,4.5,3,1
"388",7,288,6.44444444444445,5.5,5.4,2
"389",1,295,-3.94444444444445,9.7,7.2,3
"390",2,270,-5.38888888888889,10,4.7,2
"391",3,276,0.388888888888891,5.9,3.3,1
"392",4,279,3.11111111111111,8.1,5.4,2
"393",5,272,2.11111111111111,10,3.8,1
"394",6,302,7.05555555555556,9.9,4.1,2
"395",7,319,8.61111111111111,10,4.2,2
"396",1,237,12.1666666666667,10,6.8,2
"397",2,229,1.66666666666667,5.1,5.4,2
"398",3,305,-5.66666666666667,10,7.9,3
"399",4,289,-5.61111111111111,10,4.5,2
"400",5,278,1.61111111111111,10,4.5,2
"401",6,267,13.1111111111111,10,6.6,2
"402",7,279,9.72222222222222,8.7,8.5,3
"403",1,237,-0.333333333333334,10,5.6,2
"404",2,245,-2.77777777777778,10,7.7,3
"405",3,194,4,10,4.9,2
"406",4,244,7.27777777777778,6.4,4.3,2
"407",5,253,16,10,6.6,2
"408",6,222,0.499999999999999,10,7,3
"409",7,251,0.666666666666668,6.6,7,3
"410",1,247,-1.55555555555556,10,6.6,2
"411",2,244,2.11111111111111,10,7.5,3
"412",3,278,0.277777777777778,10,6.9,2
"413",4,248,2.94444444444444,10,4.8,2
"414",5,246,7.66666666666667,9.9,5,2
"415",6,318,5.33333333333333,9.7,7.5,3
"416",7,328,-2.38888888888889,10,5.7,2
"417",1,259,3.22222222222222,10,2.9,1
"418",2,237,10.9444444444444,8.5,4.5,2
"419",3,329,19.5555555555556,9.8,5.3,2
"420",4,259,8.55555555555556,10,9.6,3
"421",5,286,3.16666666666667,6.6,4.8,2
"422",6,268,3.94444444444445,8.5,2.3,1
"423",7,329,7.44444444444444,10,3.1,1
"424",1,253,4.33333333333333,7,7.1,3
"425",2,274,-2.94444444444445,9.4,9.2,3
"426",3,311,5.55555555555556,10,4.7,2
"427",4,295,12,10,4.7,2
"428",5,311,14.1666666666667,10,3.7,1
"429",6,279,9.38888888888889,4.1,5.7,2
"430",1,287,13.9444444444444,7,3.2,1
"431",2,259,13.8888888888889,9.8,5,2
"432",3,292,10.7222222222222,9.6,8.6,3
"433",4,290,10.8888888888889,10,6.1,2
"434",5,271,7.05555555555556,10,5.7,2
"435",6,266,5.66666666666667,5.4,10.1,3
"436",7,307,9.72222222222222,8.7,4,2
"437",1,288,10,9.9,4.7,2
"438",2,267,5.27777777777778,10,8,3
"439",3,299,-2.27777777777778,10,10.6,3
"440",4,272,-1.61111111111111,10,10.4,3
"441",5,285,2.38888888888889,10,4.5,2
"442",6,281,11.7222222222222,8.1,3.9,1
"443",7,290,13.1666666666667,9.6,7.1,3
"444",1,277,7,10,6.8,2
"445",2,258,7.33333333333333,9.5,2.4,1
"446",3,289,7.61111111111111,10,6.6,2
"447",4,252,9.94444444444444,10,2.2,1
"448",5,253,8.83333333333333,7.3,9.5,3
"449",6,282,9.33333333333333,7.3,6.3,2
"450",7,343,12.9444444444444,7.9,5.9,2
"451",1,293,11.1111111111111,9.8,4.9,2
"452",2,285,8.38888888888889,10,6.6,2
"453",3,283,8.88888888888889,10,5.9,2
"454",4,312,14.5,10,3.8,1
"455",5,296,17.1111111111111,10,3.5,1
"456",6,331,19.4444444444444,9.7,3.4,1
"457",7,292,15.6111111111111,10,5,2
"458",1,282,15.9444444444444,10,5.7,2
"459",2,241,7.61111111111111,9.6,6.7,2
"460",3,239,7.44444444444444,10,3.6,1
"461",4,256,6.94444444444444,7.3,9.4,3
"462",5,282,9.5,10,6.9,2
"463",6,237,10.7777777777778,10,4.7,2
"464",7,276,15.6111111111111,10,5.2,2
"465",1,284,14.0555555555556,9.7,4.8,2
"466",2,270,13.5,10,4.8,2
"467",3,254,11.0555555555556,10,4.1,2
"468",4,244,12.3888888888889,9.2,3.7,1
"469",5,314,11.3888888888889,9.8,7,3
"470",6,348,8.22222222222222,10,10.1,3
"471",1,321,12.7222222222222,10,3.4,1
"472",2,278,14.2222222222222,10,2.1,1
"473",3,282,12.2777777777778,6.6,4.1,2
"474",4,282,13.1666666666667,9.9,4.8,2
"475",5,251,12.6111111111111,7.4,2.8,1
"476",6,351,17.4444444444444,10,3.7,1
"477",7,365,14.3333333333333,7.2,2.2,1
"478",1,293,9.27777777777778,5.1,9,3
"479",2,260,10.2222222222222,10,9.6,3
"480",3,295,13.6666666666667,10,9.5,3
"481",4,296,16.0555555555556,10,9.3,3
"482",5,300,16.8333333333333,10,6.2,2
"483",6,308,18,10,4,2
"484",7,332,17.3333333333333,7.4,4,2
"485",1,277,18.0555555555556,6.1,1.7,1
"486",2,306,18.4444444444444,6.2,2.4,1
"487",3,298,20.7222222222222,9.5,3.1,1
"488",4,315,19,10,6.2,2
"489",5,336,17.3333333333333,10,4.5,2
"490",6,321,15.3333333333333,6.8,2.3,1
"491",7,323,16.1666666666667,5.3,3.4,1
"492",1,349,21.8888888888889,4.3,1.6,1
"493",2,319,27.1111111111111,9.7,3,1
"494",3,334,20.7222222222222,10,5.8,2
"495",4,278,17.5,10,4.6,2
"496",5,304,15.8333333333333,9.9,2.5,1
"497",6,309,16.1111111111111,10,2.6,1
"498",7,314,20.5,8.6,2.7,1
"499",1,293,19.6666666666667,8.6,3,1
"500",2,282,20.1666666666667,10,1.5,1
"501",3,255,22.7777777777778,10,2.4,1
"502",4,354,28.1666666666667,10,3.2,1
"503",5,312,18.5,9.3,6,2
"504",6,316,19.3888888888889,5.9,2.2,1
"505",7,319,19.8333333333333,5.2,3.6,1
"506",1,300,21.5,10,1.7,1
"507",2,299,20,10,3.4,1
"508",3,311,21.2222222222222,10,2.8,1
"509",4,307,20.8333333333333,10,5,2
"510",5,311,22.6666666666667,8.7,4.3,2
"511",6,317,23.2222222222222,7.9,5.7,2
"512",1,306,21.5555555555556,10,2.4,1
"513",3,319,24,9.1,1.9,1
"514",4,314,23.8333333333333,10,3.6,1
"515",6,302,19.4444444444444,9.3,2.9,1
"516",1,317,20.7222222222222,10,7.4,3
"517",2,305,17.1111111111111,10,6.2,2
"518",3,281,19.6666666666667,10,3.3,1
"519",4,317,21.3333333333333,9,2,1
"520",6,298,19,9.1,3.6,1
"521",3,303,23.2777777777778,7.9,3.2,1
"522",4,295,21.8888888888889,10,2.5,1
"523",5,304,23.1111111111111,10,1.5,1
"524",6,322,24.7777777777778,10,2.7,1
"525",7,316,26.8888888888889,8.5,2.7,1
"526",1,276,27.2222222222222,9.7,3.1,1
"527",2,250,27,10,3.1,1
"528",3,255,24.7222222222222,10,2.7,1
"529",4,282,24.9444444444444,8.7,3.3,1
"530",5,290,24.8888888888889,8.3,4.2,2
"531",6,285,25,10,4.8,2
"532",7,295,22.7777777777778,8.6,1.6,1
"533",1,259,24.6666666666667,9.6,2.7,1
"534",2,250,23.1666666666667,10,4,2
"535",3,278,23.2777777777778,9.6,4.1,2
"536",4,267,25.5555555555556,10,5.2,2
"537",5,307,28.0555555555556,10,2.9,1
"538",6,269,26.9444444444444,10,3.1,1
"539",7,312,26.0555555555556,10,3.9,1
"540",1,276,24.1666666666667,8.9,2.7,1
"541",2,281,24.6666666666667,9.9,2.2,1
"542",3,302,25.0555555555556,6.4,1.6,1
"543",4,291,26.8333333333333,9.9,4.6,2
"544",5,290,29.6666666666667,10,3.5,1
"545",6,295,28.6666666666667,9.3,3.5,1
"546",7,333,29.6111111111111,10,2.9,1
"547",1,305,29.2222222222222,10,2,1
"548",2,265,30,10,3.8,1
"549",3,279,28.2777777777778,9.4,3.8,1
"550",4,276,25.0555555555556,10,3.9,1
"551",5,286,24.8333333333333,10,1.8,1
"552",6,297,26.5555555555556,9.8,2.4,1
"553",7,310,26.9444444444444,10,3.4,1
"554",1,306,26,9.8,4.1,2
"555",2,287,25.7777777777778,10,1.5,1
"556",3,294,22.2777777777778,6.2,2.7,1
"557",4,293,25.8333333333333,9.9,3,1
"558",5,324,27.2222222222222,10,2.8,1
"559",6,299,28.1111111111111,10,2.7,1
"560",7,323,28.1666666666667,10,2.8,1
"561",1,313,28.4444444444444,10,3.5,1
"562",2,267,28.7777777777778,10,4.3,2
"563",3,318,29.4444444444444,10,5.1,2
"564",4,283,30.6111111111111,10,4.8,2
"565",5,262,27.1111111111111,10,3.2,1
"566",6,287,26.3888888888889,9.1,1.6,1
"567",7,351,25.6666666666667,10,4.7,2
"568",1,307,22.7222222222222,10,3.7,1
"569",2,305,23.0555555555556,10,2.4,1
"570",3,241,23.5555555555556,10,1.9,1
"571",4,291,23.2222222222222,10,4.9,2
"572",5,261,23,10,2.1,1
"573",6,283,22.7222222222222,9.6,3.1,1
"574",7,286,25.3888888888889,10,2.8,1
"575",1,309,27.0555555555556,10,2.9,1
"576",2,272,24.8333333333333,10,1.9,1
"577",3,249,24,9.5,2.8,1
"578",4,273,24.9444444444444,6.5,1.8,1
"579",5,231,26.1111111111111,10,3.6,1
"580",6,277,27.2222222222222,10,1.8,1
"581",7,297,26.5555555555556,9.1,2.5,1
"582",1,306,27.3888888888889,10,3.3,1
"583",2,284,24.7777777777778,9.7,4.5,2
"584",3,259,25.6666666666667,10,2.7,1
"585",4,283,26.4444444444444,10,3.6,1
"586",5,293,24.5,9.3,4.6,2
"587",6,302,24.9444444444444,10,2.8,1
"588",7,289,21.6111111111111,10,4.2,2
"589",1,298,22.1666666666667,10,1.8,1
"590",2,250,25.1666666666667,10,2.3,1
"591",3,254,25.7777777777778,9.5,1.5,1
"592",4,339,21.9444444444444,5.2,1.9,1
"593",5,261,20,8.5,6.1,2
"594",6,301,21.2222222222222,10,4.6,2
"595",7,364,21.2777777777778,10,2.7,1
"596",1,272,22.7777777777778,10,2,1
