"","dowStartSat","num_collisions","temperature","visibility","wind_speed","bft_wind_scale"
"597",2,260,22.1666666666667,9.2,2,1
"598",3,314,22.2222222222222,6.1,1.7,1
"599",4,325,23.8888888888889,7,2.1,1
"600",5,308,21.9444444444444,10,5.2,2
"601",6,330,21.1111111111111,10,4.8,2
"602",7,349,18.6666666666667,10,1.7,1
"603",1,262,20.3888888888889,10,4.3,2
"604",2,295,23,10,4.1,2
"605",3,293,24.2777777777778,9.4,3.8,1
"606",4,288,22.1111111111111,10,3.7,1
"607",5,335,21.3333333333333,10,2.2,1
"608",6,279,20.8888888888889,8.8,5.9,2
"609",7,322,14,10,8.3,3
"610",1,287,14,10,4.7,2
"611",2,284,18,10,2.7,1
"612",3,260,18.1666666666667,9.2,5.3,2
"613",4,228,18.2222222222222,10,3.9,1
"614",5,284,16.2222222222222,10,3.4,1
"615",6,314,15.9444444444444,10,4.9,2
"616",7,328,14.2222222222222,10,5.8,2
"617",1,327,13.8888888888889,8.2,8.2,3
"618",2,246,14.6666666666667,9.9,10.1,3
"619",3,324,10.4444444444444,9.4,10.2,3
"620",4,269,9.88888888888889,6.3,8.1,3
"621",5,244,13.3888888888889,7.4,5.4,2
"622",6,336,16.4444444444444,10,2.5,1
"623",7,322,19.5,10,3.4,1
"624",1,305,12.9444444444444,10,4.8,2
"625",2,243,11.3888888888889,10,2.8,1
"626",3,216,14.8333333333333,10,2.2,1
"627",4,278,15.5,10,2.9,1
"628",5,314,17.0555555555556,10,2.8,1
"629",6,303,18.3888888888889,9.4,3.1,1
"630",7,347,14.7777777777778,7.6,3.8,1
"631",1,274,14.9444444444444,10,2,1
"632",2,248,15.1111111111111,10,2.5,1
"633",3,262,15.5555555555556,9.8,3.1,1
"634",4,249,11.4444444444444,8.9,4.5,2
"635",5,286,8.77777777777778,10,4.9,2
"636",6,298,10.2777777777778,10,5,2
"637",7,335,12.1111111111111,10,2.3,1
"638",1,326,13.9444444444444,10,2.4,1
"639",2,240,14.1666666666667,10,4.8,2
"640",3,295,14,6,6.9,2
"641",4,295,17.7777777777778,2.9,3.3,1
"642",5,265,19.1111111111111,5.1,2.2,1
"643",6,315,16,10,4.8,2
"644",7,301,10.7222222222222,10,5.8,2
"645",1,307,10.1666666666667,10,3.4,1
"646",2,290,11.3888888888889,10,0.9,0
"647",3,284,14,9.7,0.7,0
"648",4,278,16.6111111111111,6.8,2.4,1
"649",5,322,16.5555555555556,10,2.7,1
"650",6,318,15,9.9,1.5,1
"651",7,286,15.4444444444444,8.5,1.7,1
"652",1,294,20,10,2.7,1
"653",2,232,20.8888888888889,10,3.8,1
"654",3,279,21.8333333333333,10,4.8,2
"655",4,230,12.2777777777778,10,5.6,2
"656",5,259,8.33333333333333,10,5.1,2
"657",6,266,12.5555555555556,10,2.8,1
"658",7,310,17,7.6,2.1,1
"659",1,269,19.5555555555556,8,4.6,2
"660",2,237,11.9444444444444,9.9,4.3,2
"661",3,263,5.27777777777778,10,5.8,2
"662",4,297,4.5,9.8,5,2
"663",5,303,6.44444444444445,6.9,7.2,3
"664",6,290,4.94444444444444,10,6.8,2
"665",7,284,3.77777777777778,10,4.4,2
"666",1,318,2.22222222222222,10,6.2,2
"667",2,247,1.88888888888889,10,7.2,3
"668",3,305,0.555555555555556,10,5.6,2
"669",4,305,5.94444444444445,10,5,2
"670",5,297,9,10,3.5,1
"671",6,191,7.94444444444444,10,3.8,1
"672",7,232,10.0555555555556,8.8,5.5,2
"673",1,247,9.11111111111111,10,7,3
"674",2,237,10.7777777777778,8,4.5,2
"675",3,252,11.6111111111111,9.4,6.8,2
"676",4,240,4.77777777777778,10,2.8,1
"677",5,279,8.83333333333333,8.6,4.4,2
"678",6,291,4.77777777777778,10,8.4,3
"679",7,298,3.11111111111111,9.9,3.5,1
"680",1,279,11.1666666666667,8.2,4.7,2
"681",2,253,6.11111111111111,10,5.3,2
"682",3,269,5,10,3,1
"683",4,315,9.55555555555556,7.8,3.7,1
"684",5,298,13.9444444444444,3.7,3.1,1
"685",6,286,11.0555555555556,9.5,4.1,2
"686",7,304,4.88888888888889,10,5.4,2
"687",1,253,2.22222222222222,10,6.4,2
"688",2,231,3.22222222222222,9.1,7.3,3
"689",3,280,1.11111111111111,7.6,5.8,2
"690",4,301,-0.611111111111112,10,3.6,1
"691",5,259,0.999999999999998,10,5.6,2
"692",6,334,2.55555555555556,9.3,7,3
"693",1,278,4.55555555555556,9.8,7.2,3
"694",2,240,2.55555555555556,10,6.3,2
"695",3,277,1.05555555555555,10,6.6,2
"696",4,264,1.33333333333333,10,5.5,2
"697",5,268,0.499999999999999,10,1.6,1
"698",6,288,3.83333333333333,9.3,5.6,2
"699",7,311,6.33333333333333,6.5,9,3
"700",1,267,-12.0555555555556,10,10.2,3
"701",2,180,-7.05555555555556,10,7.5,3
"702",3,189,-5.05555555555556,10,6.7,2
"703",4,212,-0.833333333333333,10,4.8,2
"704",5,221,3.5,10,4.4,2
"705",6,203,7.16666666666667,10,5.2,2
"706",7,298,11.0555555555556,9.5,3.3,1
"707",1,245,11.1666666666667,5.8,2.4,1
"3837",2,273,11.3333333333333,8.1,4.8,2
"3838",3,201,11.1111111111111,10,3.1,1
"3839",4,217,10.8888888888889,5.8,2.5,1
"3840",5,249,15.0555555555556,8.3,3.2,1
"3841",6,231,9.44444444444444,6.5,4.3,2
"3842",7,232,7.27777777777778,6.9,4.3,2
"3843",1,176,4.83333333333333,10,6.2,2
"3844",2,187,3.16666666666667,10,4.2,2
"3845",3,235,4.22222222222222,9.4,4.5,2
"3846",4,251,4.22222222222222,9.9,4,2
"3847",5,216,3.22222222222222,10,5.4,2
"3848",6,277,5.61111111111111,9.4,4.2,2
"3849",7,296,11.1111111111111,8.2,6,2
"3850",1,241,2,9.3,7.7,3
"3851",2,193,1.05555555555555,10,8.4,3
"3852",3,216,1.94444444444444,10,7.3,3
"3853",4,254,5,10,3.4,1
"3854",5,256,8.61111111111111,9.8,6.1,2
"3855",6,297,5.94444444444445,7.5,4.3,2
"3856",7,235,6.33333333333333,8.5,5.5,2
"3857",1,228,4.44444444444444,10,5.3,2
"3858",2,241,3.55555555555555,9.6,3.3,1
"3859",3,254,3.22222222222222,5.3,6.2,2
"3860",4,234,3.83333333333333,10,6.4,2
"3861",5,255,3.55555555555555,8.7,4.4,2
"3862",6,252,8.72222222222222,7.9,8.2,3
"3863",7,235,4,10,5.4,2
"3864",1,255,5.94444444444445,10,6.1,2
"3865",2,214,9.33333333333333,10,4.3,2
"3866",3,232,8.94444444444445,10,2.7,1
"3867",4,257,4.88888888888889,9.3,3.3,1
"3868",5,256,0.0555555555555564,9.2,5.5,2
"3869",6,259,0.722222222222221,10,3.3,1
"3870",7,306,-2.61111111111111,10,9.4,3
"3871",1,222,-11,10,8.6,3
"3872",2,207,1.72222222222222,10,4.2,2
"3873",3,255,7.38888888888889,10,4.1,2
"3874",4,255,2.16666666666667,10,4,2
"3875",5,236,7.11111111111111,8.9,5.3,2
"3876",6,236,8.61111111111111,9.7,3,1
"3877",7,297,13.3333333333333,10,6.8,2
"3878",1,261,5.77777777777778,10,6.1,2
"3879",2,210,5.77777777777778,10,2.6,1
"3880",3,263,8.16666666666667,10,6.6,2
"3881",4,257,8.94444444444445,10,5.6,2
"3882",5,262,12.4444444444444,10,2.9,1
"3883",6,261,16.3333333333333,9.6,4,2
"3884",7,276,12.4444444444444,8.5,4.9,2
"3885",1,249,1.16666666666667,10,8.1,3
"3886",2,238,5.55555555555556,10,3.5,1
"3887",3,184,10.5555555555556,9.8,5.2,2
"3888",4,224,6.83333333333333,7.7,3.9,1
"3889",5,213,4.83333333333333,9.3,5.2,2
"3890",6,213,3.77777777777778,7.8,6.9,2
"3891",7,263,5.5,7.6,6.5,2
"3892",1,238,-2.72222222222222,9.7,4.3,2
"3893",2,232,1.83333333333333,8.8,4.4,2
"3894",3,242,4.16666666666667,10,4,2
"3895",4,224,1.27777777777778,3.5,6.3,2
"3896",5,306,3.5,9.8,4.2,2
"3897",6,245,6.61111111111111,5.2,4,2
"3898",7,279,5.33333333333333,10,4.3,2
"3899",1,263,5.27777777777778,7.4,7.2,3
"3900",2,263,6.5,10,6.3,2
"3901",3,254,7.55555555555556,10,5.3,2
"3902",4,269,4.94444444444444,8.7,8.1,3
"3903",5,234,3.16666666666667,10,7.9,3
"3904",6,291,4.77777777777778,10,6.8,2
"3905",7,286,4.66666666666667,10,3.8,1
"3906",1,242,4.66666666666667,7.1,6.7,2
"3907",2,208,4.33333333333333,10,3.9,1
"3908",3,314,5.11111111111111,6.1,6.3,2
"3909",4,259,2.38888888888889,5.6,8.1,3
"3910",5,271,3.22222222222222,10,11.2,4
"3911",6,244,6.22222222222222,10,6.4,2
"3912",7,271,12,10,2.7,1
"3913",1,230,10,9.8,6,2
"3914",2,244,2.55555555555556,10,8.2,3
"3915",3,281,3.83333333333333,10,3.7,1
"3916",4,237,10.2777777777778,10,4.9,2
"3917",5,212,12,10,4.2,2
"3918",6,256,11.5,7,3.3,1
"3919",7,229,10.5,9.6,4.4,2
"3920",1,215,7.27777777777778,8,7.4,3
"3921",2,270,10.4444444444444,7.5,5.7,2
"3922",3,263,11.5555555555556,9.3,4.3,2
"3923",4,231,7.88888888888889,10,3.7,1
"3924",5,263,8.11111111111111,10,4.3,2
"3925",6,265,4.11111111111111,10,7.2,3
"3926",7,239,7.16666666666667,10,2.5,1
"3927",1,252,15.4444444444444,8.7,3.1,1
"3928",2,209,8.83333333333333,9.9,8.2,3
"3929",3,221,8.44444444444445,10,3.6,1
"3930",4,253,14.9444444444444,9.7,2.3,1
"3931",5,217,11.5,5.6,6.9,2
"3932",6,163,14.3888888888889,4.7,2.4,1
"3933",7,128,13.2222222222222,10,7.1,3
